match_id,season,match_date,venue,team1,team2,innings1_runs,innings1_wickets,innings1_overs,innings2_runs,innings2_wickets,innings2_overs,result,winner,win_margin,player_of_match,top_scorer,top_scorer_runs,best_bowler,best_bowler_wickets,total_fours,total_sixes,powerplay_runs,death_overs_runs,toss_winner,toss_decision,attendance_approx
525,2021,2021-05-14,Narendra Modi,Kolkata Knight Riders,Chennai Super Kings,216,7,20.0,159,7,20.0,Normal,Kolkata Knight Riders,57 runs,Suryakumar Yadav,Chris Gayle,44,KL Rahul,4,16,21,69,52,Chennai Super Kings,Bat,57665
526,2018,2018-04-07,Rajiv Gandhi,Gujarat Titans,Punjab Kings,190,10,20.0,151,3,20.0,Normal,Gujarat Titans,39 runs,Rinku Singh,Rohit Sharma,112,Jos Buttler,5,27,17,41,80,Punjab Kings,Field,48278
527,2025,2025-05-20,Eden Gardens,Punjab Kings,Chennai Super Kings,161,2,20.0,162,2,20.0,Normal,Chennai Super Kings,8 wickets,Rashid Khan,Rohit Sharma,114,Rinku Singh,3,35,22,40,98,Chennai Super Kings,Bat,30876
528,2015,2015-04-06,Sawai Mansingh,Punjab Kings,Chennai Super Kings,141,9,20.0,112,4,20.0,Normal,Punjab Kings,29 runs,Virat Kohli,Virat Kohli,33,Shreyas Iyer,3,38,25,76,93,Punjab Kings,Bat,19790
529,2013,2013-05-28,Chinnaswamy,Punjab Kings,Rajasthan Royals,185,2,20.0,187,2,20.0,Normal,Rajasthan Royals,8 wickets,Jasprit Bumrah,Hardik Pandya,134,AB de Villiers,4,29,19,77,70,Punjab Kings,Bat,21593
530,2024,2024-04-12,Sawai Mansingh,Rajasthan Royals,Sunrisers Hyderabad,180,3,20.0,155,8,20.0,Normal,Rajasthan Royals,25 runs,Shubman Gill,Rashid Khan,74,Sanju Samson,5,23,12,47,54,Sunrisers Hyderabad,Field,41251
531,2022,2022-05-17,Ekana,Sunrisers Hyderabad,Pune Warriors India,205,5,20.0,250,10,20.0,Normal,Pune Warriors India,0 wickets,R Ashwin,Shreyas Iyer,145,Shreyas Iyer,3,23,6,46,50,Sunrisers Hyderabad,Field,75968
532,2018,2018-03-17,Narendra Modi,Delhi Capitals,Pune Warriors India,155,10,20.0,180,8,20.0,Normal,Pune Warriors India,2 wickets,Virat Kohli,Virat Kohli,48,Andre Russell,5,37,24,71,67,Pune Warriors India,Bat,21273
533,2022,2022-03-31,DY Patil,Mumbai Indians,Royal Challengers Bangalore,149,10,20.0,160,10,20.0,Normal,Royal Challengers Bangalore,0 wickets,Shreyas Iyer,Jos Buttler,72,Jos Buttler,3,30,10,47,45,Mumbai Indians,Bat,70564
534,2018,2018-05-02,PCA,Chennai Super Kings,Kochi Tuskers Kerala,127,3,20.0,151,2,20.0,Normal,Kochi Tuskers Kerala,8 wickets,Jos Buttler,Hardik Pandya,96,Chris Gayle,6,30,8,39,83,Kochi Tuskers Kerala,Bat,69324
535,2023,2023-04-21,DY Patil,Delhi Capitals,Rising Pune Supergiant,209,7,20.0,207,6,20.0,Normal,Delhi Capitals,2 runs,Pat Cummins,Rinku Singh,122,Chris Gayle,4,35,11,39,99,Rising Pune Supergiant,Bat,34770
536,2019,2019-04-02,Chinnaswamy,Kolkata Knight Riders,Rising Pune Supergiant,211,9,20.0,152,3,20.0,Normal,Kolkata Knight Riders,59 runs,Andre Russell,Pat Cummins,121,Jasprit Bumrah,3,18,10,34,68,Kolkata Knight Riders,Field,64915
537,2017,2017-05-06,Eden Gardens,Pune Warriors India,Chennai Super Kings,106,7,20.0,52,6,20.0,Normal,Pune Warriors India,54 runs,Rohit Sharma,Pat Cummins,85,Rinku Singh,2,37,11,60,66,Pune Warriors India,Field,64274
538,2008,2008-05-13,Chepauk,Lucknow Super Giants,Kolkata Knight Riders,207,4,20.0,151,4,20.0,Normal,Lucknow Super Giants,56 runs,Suryakumar Yadav,Shreyas Iyer,45,AB de Villiers,2,18,20,79,51,Lucknow Super Giants,Bat,28173
539,2025,2025-05-04,Narendra Modi,Punjab Kings,Sunrisers Hyderabad,233,6,20.0,279,9,20.0,Normal,Sunrisers Hyderabad,1 wickets,Suryakumar Yadav,Pat Cummins,70,KL Rahul,3,28,6,49,89,Punjab Kings,Bat,58667
540,2022,2022-04-22,Wankhede Stadium,Lucknow Super Giants,Mumbai Indians,182,3,20.0,242,3,20.0,Normal,Mumbai Indians,7 wickets,Rinku Singh,Andre Russell,31,Virat Kohli,3,17,12,50,73,Mumbai Indians,Field,71365
541,2015,2015-05-22,Chinnaswamy,Rajasthan Royals,Mumbai Indians,134,10,20.0,86,7,20.0,Normal,Rajasthan Royals,48 runs,Hardik Pandya,Shubman Gill,35,Pat Cummins,6,36,23,40,67,Rajasthan Royals,Field,63701
542,2011,2011-05-29,PCA,Rajasthan Royals,Mumbai Indians,150,8,20.0,194,6,20.0,Normal,Mumbai Indians,4 wickets,Shreyas Iyer,Shubman Gill,88,Rashid Khan,3,33,11,44,88,Mumbai Indians,Field,44006
543,2017,2017-04-29,Ekana,Sunrisers Hyderabad,Rajasthan Royals,237,7,20.0,272,10,20.0,Normal,Rajasthan Royals,0 wickets,Hardik Pandya,Chris Gayle,45,Shubman Gill,6,17,20,75,60,Rajasthan Royals,Field,28829
544,2009,2009-04-08,Chinnaswamy,Gujarat Titans,Sunrisers Hyderabad,204,7,20.0,232,6,20.0,Normal,Sunrisers Hyderabad,4 wickets,Suryakumar Yadav,Faf du Plessis,49,Hardik Pandya,4,38,17,35,93,Sunrisers Hyderabad,Bat,48240
545,2015,2015-04-07,Wankhede Stadium,Kochi Tuskers Kerala,Sunrisers Hyderabad,252,3,20.0,202,4,20.0,Normal,Kochi Tuskers Kerala,50 runs,Rashid Khan,Faf du Plessis,60,Rohit Sharma,6,16,19,44,73,Sunrisers Hyderabad,Field,78988
546,2013,2013-03-19,Chepauk,Rajasthan Royals,Rising Pune Supergiant,195,2,20.0,238,10,20.0,Normal,Rising Pune Supergiant,0 wickets,Suryakumar Yadav,MS Dhoni,36,Pat Cummins,3,25,6,49,71,Rising Pune Supergiant,Field,15454
547,2023,2023-04-14,Wankhede Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,250,2,20.0,228,10,20.0,Normal,Royal Challengers Bangalore,22 runs,R Ashwin,MS Dhoni,143,Jasprit Bumrah,3,24,10,46,42,Sunrisers Hyderabad,Bat,31916
548,2014,2014-04-13,Ekana,Punjab Kings,Kochi Tuskers Kerala,232,3,20.0,250,7,20.0,Normal,Kochi Tuskers Kerala,3 wickets,Faf du Plessis,Jos Buttler,134,AB de Villiers,4,35,24,53,66,Kochi Tuskers Kerala,Field,44952
549,2021,2021-03-15,Chinnaswamy,Gujarat Titans,Pune Warriors India,216,3,20.0,159,7,20.0,Normal,Gujarat Titans,57 runs,Sanju Samson,Hardik Pandya,59,Shreyas Iyer,5,23,19,58,90,Pune Warriors India,Field,20868
550,2020,2020-03-23,Chepauk,Kolkata Knight Riders,Chennai Super Kings,101,10,20.0,87,5,20.0,Normal,Kolkata Knight Riders,14 runs,Faf du Plessis,David Warner,147,Shreyas Iyer,4,33,13,55,78,Kolkata Knight Riders,Field,32948
551,2025,2025-05-20,Sawai Mansingh,Punjab Kings,Pune Warriors India,104,3,20.0,130,10,20.0,Normal,Pune Warriors India,0 wickets,Jos Buttler,Shubman Gill,84,Hardik Pandya,4,22,23,37,94,Punjab Kings,Bat,36450
552,2022,2022-03-15,DY Patil,Rising Pune Supergiant,Pune Warriors India,161,10,20.0,117,5,20.0,Normal,Rising Pune Supergiant,44 runs,Rohit Sharma,MS Dhoni,100,Andre Russell,2,23,17,42,69,Rising Pune Supergiant,Field,48394
553,2025,2025-04-08,PCA,Punjab Kings,Pune Warriors India,230,2,20.0,283,3,20.0,Normal,Pune Warriors India,7 wickets,Virat Kohli,Shreyas Iyer,65,Virat Kohli,2,26,24,64,70,Punjab Kings,Field,60911
554,2012,2012-04-01,Chepauk,Chennai Super Kings,Sunrisers Hyderabad,172,3,20.0,132,7,20.0,Normal,Chennai Super Kings,40 runs,David Warner,KL Rahul,81,Chris Gayle,5,31,17,65,49,Sunrisers Hyderabad,Field,79767
555,2018,2018-04-23,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,186,6,20.0,223,9,20.0,Normal,Kolkata Knight Riders,1 wickets,Hardik Pandya,Rashid Khan,91,AB de Villiers,3,26,18,58,62,Kolkata Knight Riders,Bat,71412
556,2013,2013-05-14,Chinnaswamy,Kolkata Knight Riders,Royal Challengers Bangalore,196,9,20.0,242,2,20.0,Normal,Royal Challengers Bangalore,8 wickets,Rohit Sharma,Sanju Samson,92,Andre Russell,5,36,9,48,69,Kolkata Knight Riders,Field,68026
557,2011,2011-04-11,Wankhede Stadium,Sunrisers Hyderabad,Punjab Kings,214,6,20.0,201,8,20.0,Normal,Sunrisers Hyderabad,13 runs,Chris Gayle,Jasprit Bumrah,56,Chris Gayle,6,29,7,70,89,Sunrisers Hyderabad,Bat,61025
558,2010,2010-04-05,Ekana,Pune Warriors India,Kolkata Knight Riders,121,9,20.0,94,3,20.0,Normal,Pune Warriors India,27 runs,Hardik Pandya,David Warner,138,Rashid Khan,4,20,14,33,95,Kolkata Knight Riders,Field,61036
559,2011,2011-04-14,PCA,Chennai Super Kings,Lucknow Super Giants,247,5,20.0,264,5,20.0,Normal,Lucknow Super Giants,5 wickets,Rohit Sharma,Shreyas Iyer,60,Shreyas Iyer,5,30,13,64,74,Lucknow Super Giants,Field,59494
560,2015,2015-03-11,Narendra Modi,Sunrisers Hyderabad,Rising Pune Supergiant,102,2,20.0,92,2,20.0,Normal,Sunrisers Hyderabad,10 runs,AB de Villiers,R Ashwin,49,Pat Cummins,4,22,10,49,41,Sunrisers Hyderabad,Field,35156
561,2016,2016-05-04,PCA,Gujarat Titans,Kochi Tuskers Kerala,231,9,20.0,190,9,20.0,Normal,Gujarat Titans,41 runs,AB de Villiers,Faf du Plessis,112,Andre Russell,5,28,9,77,76,Gujarat Titans,Field,22571
562,2013,2013-05-25,Narendra Modi,Delhi Capitals,Royal Challengers Bangalore,165,4,20.0,152,5,20.0,Normal,Delhi Capitals,13 runs,Jos Buttler,Rashid Khan,76,Shreyas Iyer,2,15,8,46,48,Royal Challengers Bangalore,Bat,54458
563,2024,2024-04-27,Wankhede Stadium,Lucknow Super Giants,Rising Pune Supergiant,227,3,20.0,227,2,20.0,Normal,Rising Pune Supergiant,Super Over,Andre Russell,Faf du Plessis,54,Andre Russell,5,15,17,64,71,Rising Pune Supergiant,Bat,68932
564,2025,2025-05-23,Ekana,Rising Pune Supergiant,Punjab Kings,213,3,20.0,223,6,20.0,Normal,Punjab Kings,4 wickets,Jasprit Bumrah,Faf du Plessis,109,Rashid Khan,5,18,19,67,49,Rising Pune Supergiant,Field,32062
565,2020,2020-03-21,Sawai Mansingh,Rising Pune Supergiant,Pune Warriors India,171,8,20.0,182,6,20.0,Normal,Pune Warriors India,4 wickets,Shreyas Iyer,Sanju Samson,138,R Ashwin,4,31,17,80,47,Pune Warriors India,Bat,32162
566,2024,2024-04-30,Chinnaswamy,Rising Pune Supergiant,Sunrisers Hyderabad,237,6,20.0,180,8,20.0,Normal,Rising Pune Supergiant,57 runs,Rohit Sharma,Suryakumar Yadav,43,Shreyas Iyer,5,39,9,63,66,Rising Pune Supergiant,Bat,68304
567,2023,2023-05-14,Rajiv Gandhi,Kochi Tuskers Kerala,Mumbai Indians,133,8,20.0,162,9,20.0,Normal,Mumbai Indians,1 wickets,Jasprit Bumrah,Suryakumar Yadav,117,MS Dhoni,6,33,23,77,45,Mumbai Indians,Bat,48137
568,2016,2016-03-24,Narendra Modi,Kolkata Knight Riders,Deccan Chargers,152,2,20.0,120,8,20.0,Normal,Kolkata Knight Riders,32 runs,David Warner,KL Rahul,139,Rashid Khan,4,27,18,43,81,Deccan Chargers,Field,15891
569,2023,2023-05-20,Chinnaswamy,Royal Challengers Bangalore,Kochi Tuskers Kerala,231,5,20.0,276,10,20.0,Normal,Kochi Tuskers Kerala,0 wickets,Andre Russell,Suryakumar Yadav,70,Jos Buttler,2,31,13,65,94,Royal Challengers Bangalore,Bat,78075
570,2010,2010-04-28,Chepauk,Mumbai Indians,Chennai Super Kings,260,10,20.0,299,6,20.0,Normal,Chennai Super Kings,4 wickets,MS Dhoni,Suryakumar Yadav,53,MS Dhoni,3,23,22,71,59,Mumbai Indians,Bat,19681
571,2021,2021-05-23,Narendra Modi,Delhi Capitals,Kochi Tuskers Kerala,123,3,20.0,79,9,20.0,Normal,Delhi Capitals,44 runs,Hardik Pandya,Hardik Pandya,123,Rinku Singh,2,23,21,65,66,Delhi Capitals,Field,41445
572,2014,2014-05-03,Arun Jaitley,Lucknow Super Giants,Pune Warriors India,190,7,20.0,175,3,20.0,Normal,Lucknow Super Giants,15 runs,Shubman Gill,Jos Buttler,58,Sanju Samson,2,17,18,42,73,Lucknow Super Giants,Bat,44366
573,2017,2017-04-05,DY Patil,Rajasthan Royals,Gujarat Titans,197,8,20.0,241,5,20.0,Normal,Gujarat Titans,5 wickets,Hardik Pandya,Rashid Khan,59,Chris Gayle,2,35,21,59,65,Gujarat Titans,Bat,42527
574,2017,2017-05-24,Chepauk,Rajasthan Royals,Chennai Super Kings,128,6,20.0,97,6,20.0,Normal,Rajasthan Royals,31 runs,AB de Villiers,Suryakumar Yadav,82,Suryakumar Yadav,6,28,9,49,67,Rajasthan Royals,Field,34492
575,2009,2009-03-28,Rajiv Gandhi,Mumbai Indians,Pune Warriors India,223,7,20.0,268,8,20.0,Normal,Pune Warriors India,2 wickets,Shreyas Iyer,AB de Villiers,77,Chris Gayle,5,37,25,70,67,Mumbai Indians,Field,17426
576,2024,2024-05-19,Rajiv Gandhi,Delhi Capitals,Rajasthan Royals,142,10,20.0,83,2,20.0,Normal,Delhi Capitals,59 runs,Rashid Khan,Suryakumar Yadav,149,Shubman Gill,6,37,12,47,73,Rajasthan Royals,Field,17440
577,2018,2018-03-10,Chepauk,Rajasthan Royals,Mumbai Indians,222,2,20.0,212,5,20.0,Normal,Rajasthan Royals,10 runs,R Ashwin,Virat Kohli,83,KL Rahul,4,39,9,74,69,Mumbai Indians,Field,54820
578,2021,2021-05-24,Arun Jaitley,Punjab Kings,Lucknow Super Giants,149,9,20.0,120,7,20.0,Normal,Punjab Kings,29 runs,Chris Gayle,Rashid Khan,106,Andre Russell,3,38,24,61,44,Punjab Kings,Bat,26901
579,2023,2023-05-25,Eden Gardens,Delhi Capitals,Deccan Chargers,257,10,20.0,293,5,20.0,Normal,Deccan Chargers,5 wickets,Faf du Plessis,Shreyas Iyer,82,Shubman Gill,5,18,6,79,61,Delhi Capitals,Field,26406
580,2025,2025-03-10,Sawai Mansingh,Pune Warriors India,Rajasthan Royals,199,9,20.0,187,2,20.0,Normal,Pune Warriors India,12 runs,Jos Buttler,Pat Cummins,72,Shreyas Iyer,2,18,11,50,93,Rajasthan Royals,Field,21584
581,2015,2015-03-31,Chepauk,Punjab Kings,Kochi Tuskers Kerala,245,5,20.0,231,9,20.0,Normal,Punjab Kings,14 runs,Shubman Gill,Jasprit Bumrah,52,David Warner,4,39,13,36,41,Punjab Kings,Field,55294
582,2019,2019-03-01,Chepauk,Deccan Chargers,Delhi Capitals,113,2,20.0,111,4,20.0,Normal,Deccan Chargers,2 runs,KL Rahul,Rashid Khan,136,Suryakumar Yadav,5,40,11,47,45,Deccan Chargers,Field,65098
583,2014,2014-05-27,Sawai Mansingh,Deccan Chargers,Kolkata Knight Riders,225,7,20.0,174,3,20.0,Normal,Deccan Chargers,51 runs,Jasprit Bumrah,Shreyas Iyer,31,AB de Villiers,5,29,24,30,56,Kolkata Knight Riders,Bat,28543
584,2022,2022-05-02,DY Patil,Deccan Chargers,Punjab Kings,120,6,20.0,178,9,20.0,Normal,Punjab Kings,1 wickets,AB de Villiers,Suryakumar Yadav,54,Jasprit Bumrah,5,38,6,55,89,Deccan Chargers,Field,16330
585,2019,2019-04-18,Ekana,Gujarat Titans,Punjab Kings,247,10,20.0,252,10,20.0,Normal,Punjab Kings,0 wickets,Faf du Plessis,Rashid Khan,89,Sanju Samson,4,33,17,32,61,Gujarat Titans,Field,65062
586,2015,2015-05-08,Ekana,Delhi Capitals,Royal Challengers Bangalore,207,2,20.0,244,8,20.0,Normal,Royal Challengers Bangalore,2 wickets,Jasprit Bumrah,R Ashwin,115,Rashid Khan,3,17,14,70,92,Delhi Capitals,Field,51934
587,2024,2024-04-09,Narendra Modi,Gujarat Titans,Kochi Tuskers Kerala,260,3,20.0,280,10,20.0,Normal,Kochi Tuskers Kerala,0 wickets,Faf du Plessis,Shubman Gill,141,R Ashwin,6,40,13,78,60,Gujarat Titans,Field,35944
588,2010,2010-05-28,Chepauk,Pune Warriors India,Rajasthan Royals,120,10,20.0,129,3,20.0,Normal,Rajasthan Royals,7 wickets,MS Dhoni,Sanju Samson,34,AB de Villiers,5,40,11,54,100,Pune Warriors India,Bat,79450
589,2018,2018-04-15,Eden Gardens,Gujarat Titans,Kolkata Knight Riders,116,3,20.0,116,6,20.0,Normal,Kolkata Knight Riders,Super Over,Shubman Gill,Sanju Samson,141,Hardik Pandya,3,15,9,31,90,Kolkata Knight Riders,Field,46799
590,2022,2022-03-19,Rajiv Gandhi,Pune Warriors India,Gujarat Titans,123,4,20.0,134,7,20.0,Normal,Gujarat Titans,3 wickets,Rinku Singh,Rohit Sharma,145,MS Dhoni,5,22,23,57,54,Gujarat Titans,Bat,33710
591,2019,2019-04-17,Rajiv Gandhi,Kochi Tuskers Kerala,Deccan Chargers,131,10,20.0,142,9,20.0,Normal,Deccan Chargers,1 wickets,R Ashwin,Sanju Samson,31,Rashid Khan,4,35,17,38,51,Deccan Chargers,Field,66825
592,2016,2016-03-13,Wankhede Stadium,Royal Challengers Bangalore,Kochi Tuskers Kerala,253,9,20.0,201,2,20.0,Normal,Royal Challengers Bangalore,52 runs,Rinku Singh,MS Dhoni,31,MS Dhoni,3,39,23,75,60,Royal Challengers Bangalore,Bat,37059
593,2025,2025-03-13,Chepauk,Kochi Tuskers Kerala,Delhi Capitals,126,4,20.0,144,2,20.0,Normal,Delhi Capitals,8 wickets,Rashid Khan,Rashid Khan,94,Shreyas Iyer,6,23,12,40,86,Kochi Tuskers Kerala,Bat,28905
594,2015,2015-04-06,Chinnaswamy,Royal Challengers Bangalore,Punjab Kings,199,8,20.0,176,6,20.0,Normal,Royal Challengers Bangalore,23 runs,Rinku Singh,Pat Cummins,112,Faf du Plessis,2,17,19,43,88,Royal Challengers Bangalore,Bat,47720
595,2009,2009-04-05,Wankhede Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,243,5,20.0,257,4,20.0,Normal,Royal Challengers Bangalore,6 wickets,Pat Cummins,Suryakumar Yadav,112,Rashid Khan,6,17,5,61,83,Kolkata Knight Riders,Field,49493
596,2023,2023-04-22,Eden Gardens,Kochi Tuskers Kerala,Pune Warriors India,228,7,20.0,183,9,20.0,Normal,Kochi Tuskers Kerala,45 runs,Hardik Pandya,AB de Villiers,87,Rohit Sharma,3,21,20,55,44,Kochi Tuskers Kerala,Bat,23398
597,2022,2022-03-22,Chepauk,Chennai Super Kings,Mumbai Indians,124,7,20.0,145,3,20.0,Normal,Mumbai Indians,7 wickets,Sanju Samson,Hardik Pandya,54,Virat Kohli,3,38,19,74,59,Mumbai Indians,Field,40810
598,2024,2024-04-02,Eden Gardens,Mumbai Indians,Deccan Chargers,206,6,20.0,191,4,20.0,Normal,Mumbai Indians,15 runs,Rinku Singh,Pat Cummins,117,Suryakumar Yadav,5,36,5,30,52,Mumbai Indians,Field,74943
599,2010,2010-04-25,PCA,Rising Pune Supergiant,Gujarat Titans,258,2,20.0,221,5,20.0,Normal,Rising Pune Supergiant,37 runs,Shreyas Iyer,Jos Buttler,77,Rohit Sharma,3,19,19,80,53,Rising Pune Supergiant,Bat,26451
600,2023,2023-04-27,Sawai Mansingh,Kochi Tuskers Kerala,Gujarat Titans,204,5,20.0,154,10,20.0,Normal,Kochi Tuskers Kerala,50 runs,Suryakumar Yadav,Andre Russell,129,Hardik Pandya,4,31,25,56,82,Gujarat Titans,Field,21744
