accident_id,accident_date,accident_time,day_of_week,weather_condition,road_type,speed_limit,road_surface,light_condition,number_of_vehicles,number_of_casualties,severity,latitude,longitude,location_district,location_city,accident_reason,police_region
794,2024-11-14,12:39,Sat,Rain,Motorway,56,Dry,Twilight,5,6,Slight,56.8063,-3.9532,Port Erik District,New Andrewstad,Pedestrian Error,Metropolitan
795,2023-08-04,06:54,Tue,Rain,Dual Carriageway,31,Snow,Darkness - No Lighting,5,5,Serious,52.6826,-1.6142,Garrettmouth District,Wongside,Speeding,South Region
796,2024-01-12,02:15,Fri,Fine,A-Road,23,Ice,Darkness - Lights Lit,3,0,Serious,50.8397,-0.2845,Port Danielle District,Jeffreymouth,Unknown,West Region
797,2023-04-25,03:34,Fri,Snow,Dual Carriageway,63,Dry,Darkness - No Lighting,2,3,Slight,56.2484,-2.6144,Christopherfort District,Ruizchester,Driver Error,South Region
798,2023-07-18,23:12,Fri,Windy,B-Road,60,Flood,Darkness - Lighting Unknown,5,3,Slight,56.7699,-2.4046,North Eric District,Zoetown,Driver Error,East Region
799,2023-03-23,18:19,Thu,Fine,Roundabout,50,Flood,Daylight,3,6,Slight,57.8025,-4.0056,Georgefort District,Julieport,Drunk Driving,West Region
800,2024-01-29,04:02,Tue,Snow,Junction,65,Dry,Darkness - No Lighting,4,1,Slight,52.7859,-2.7911,Robinfort District,Cherylfort,Unknown,South Region
801,2023-01-12,08:10,Sun,Fog,Dual Carriageway,64,Dry,Daylight,1,0,Slight,55.7247,-2.6316,East Thomas District,East Joseph,Unknown,East Region
802,2024-10-01,13:07,Wed,Fine,Roundabout,67,Snow,Darkness - No Lighting,1,4,Slight,51.0943,-4.2798,North Karenberg District,Williamsfurt,Weather Conditions,South Region
803,2024-05-14,03:49,Thu,Fine,B-Road,32,Mud,Twilight,4,0,Slight,50.5698,0.3477,South Gabriel District,Port Davidborough,Road Condition,South Region
804,2025-02-17,20:30,Mon,Rain,Roundabout,67,Dry,Darkness - Lights Lit,2,2,Fatal,50.2665,-3.2511,West Martinborough District,Lake Markberg,Speeding,South Region
805,2024-08-24,10:12,Thu,Rain,Dual Carriageway,49,Snow,Darkness - Lighting Unknown,5,1,Slight,55.0685,-3.7445,South Ashley District,New Brookeland,Driver Error,Metropolitan
806,2024-04-01,10:39,Sat,Hail,Motorway,32,Dry,Twilight,2,5,Slight,56.9736,-0.9265,Ashleyfurt District,Annborough,Weather Conditions,South Region
807,2023-12-13,12:09,Sat,Unknown,Motorway,37,Mud,Twilight,3,1,Serious,54.9763,1.207,Samuelmouth District,Smithborough,Drunk Driving,East Region
808,2023-04-20,20:07,Thu,Windy,One Way Street,41,Mud,Daylight,5,1,Slight,55.8239,-1.6321,Turnertown District,Seanberg,Speeding,Metropolitan
809,2024-08-10,06:43,Mon,Unknown,Motorway,33,Flood,Daylight,3,1,Slight,51.6505,-3.8148,New Carolynmouth District,New Peter,Distracted Driving,West Region
810,2023-06-09,11:16,Wed,Fog,One Way Street,56,Ice,Darkness - No Lighting,3,0,Slight,53.2122,-2.6028,Stevenshire District,East Victoriaburgh,Speeding,North Region
811,2024-11-11,02:30,Fri,Hail,Junction,48,Flood,Daylight,2,6,Slight,57.1914,1.0004,Lake Christine District,Port Justin,Driver Error,Metropolitan
812,2024-01-28,06:03,Mon,Unknown,One Way Street,33,Ice,Darkness - Lighting Unknown,3,4,Slight,55.3109,-4.3185,Collinsstad District,Jonathanfort,Drunk Driving,West Region
813,2024-03-21,04:44,Mon,Fog,One Way Street,44,Wet,Darkness - Lighting Unknown,2,2,Serious,53.3906,-4.3444,West Karenchester District,New Vanessafurt,Weather Conditions,East Region
814,2023-08-21,14:24,Thu,Unknown,Junction,34,Wet,Daylight,3,0,Serious,54.9281,-0.4716,Williamshaven District,Johnside,Speeding,West Region
815,2024-07-12,11:11,Fri,Windy,Junction,68,Mud,Darkness - Lighting Unknown,4,5,Slight,53.864,-3.4,New Masonchester District,North Kristi,Road Condition,West Region
816,2024-10-27,14:55,Mon,Snow,Junction,54,Ice,Darkness - Lighting Unknown,3,3,Slight,53.4018,-2.4008,Williamsview District,Ramirezberg,Speeding,East Region
817,2025-04-02,03:18,Wed,Windy,Motorway,50,Flood,Darkness - No Lighting,1,2,Slight,55.689,-0.1059,West Marcusville District,East Jennifer,Weather Conditions,North Region
818,2024-12-03,14:29,Fri,Hail,Motorway,56,Flood,Darkness - Lights Lit,2,3,Slight,57.3383,-2.1819,Jamesmouth District,Stephanieport,Speeding,Metropolitan
819,2024-05-12,14:43,Mon,Rain,Junction,43,Snow,Darkness - Lights Lit,5,0,Slight,55.6482,1.4464,South Christopherberg District,Sharonshire,Speeding,South Region
820,2024-09-13,01:11,Mon,Windy,Roundabout,28,Mud,Darkness - Lighting Unknown,5,3,Slight,51.3672,-1.7812,Monicaport District,Port Davidland,Road Condition,South Region
821,2023-11-07,20:03,Sun,Fog,Dual Carriageway,52,Wet,Daylight,1,1,Serious,57.3649,-0.6263,Saundersmouth District,Tonyshire,Speeding,West Region
822,2023-09-22,00:32,Sat,Windy,Motorway,24,Snow,Twilight,1,2,Slight,54.4958,-3.9728,New Maryshire District,East Dennismouth,Pedestrian Error,Metropolitan
823,2025-01-15,00:47,Thu,Fog,Dual Carriageway,53,Flood,Darkness - No Lighting,3,5,Slight,57.0742,-0.2658,Michelebury District,Jacksonchester,Weather Conditions,North Region
824,2023-06-27,19:50,Thu,Unknown,Motorway,54,Dry,Daylight,5,2,Slight,50.5745,-4.7335,Lake Susanhaven District,Port Katelynborough,Speeding,South Region
825,2023-03-02,01:06,Sun,Fog,A-Road,44,Ice,Darkness - Lights Lit,4,3,Slight,57.0333,0.3341,Johnmouth District,East Veronica,Pedestrian Error,North Region
826,2025-04-02,21:48,Wed,Fog,Dual Carriageway,31,Ice,Darkness - Lights Lit,4,3,Slight,57.1218,-2.1287,Jenniferland District,Simonberg,Distracted Driving,South Region
827,2024-02-17,09:40,Mon,Fog,B-Road,60,Mud,Daylight,2,6,Slight,57.4598,1.7509,South Philipburgh District,East Bryanburgh,Speeding,Metropolitan
828,2023-06-13,19:15,Tue,Hail,Junction,59,Dry,Darkness - Lights Lit,4,5,Slight,54.9105,-4.0169,Contreraston District,West Douglas,Drunk Driving,South Region
829,2024-01-29,02:54,Mon,Fog,Motorway,24,Ice,Daylight,2,1,Slight,54.6609,-0.6511,Lake Joanshire District,New Bobtown,Road Condition,West Region
830,2023-11-05,10:21,Sun,Rain,Junction,20,Dry,Darkness - Lighting Unknown,5,6,Slight,54.8663,0.9694,Millsstad District,Calebfort,Weather Conditions,South Region
831,2023-02-03,02:10,Sun,Snow,A-Road,37,Wet,Daylight,1,5,Slight,57.7132,0.0856,Kellerfort District,Nortonville,Distracted Driving,East Region
832,2025-03-01,12:54,Tue,Hail,Motorway,28,Ice,Twilight,1,3,Slight,53.1928,-0.2402,Port Lorichester District,Johnsonside,Distracted Driving,South Region
833,2025-05-12,13:49,Sat,Fine,B-Road,34,Ice,Darkness - Lighting Unknown,4,4,Slight,53.7647,-1.6424,Leahburgh District,North Billyville,Distracted Driving,South Region
834,2023-08-30,16:41,Fri,Unknown,Roundabout,69,Dry,Darkness - No Lighting,2,5,Slight,52.1196,0.2716,North Juan District,Michaelberg,Speeding,West Region
835,2024-04-06,13:06,Fri,Fine,Roundabout,58,Dry,Darkness - Lighting Unknown,5,5,Slight,51.7395,1.7571,Parkerfurt District,Lake Teresaborough,Distracted Driving,West Region
836,2024-03-12,12:04,Thu,Unknown,Roundabout,23,Ice,Darkness - Lights Lit,3,6,Slight,51.4883,-0.167,Robinsonfurt District,North Melissashire,Speeding,West Region
837,2024-06-14,07:12,Wed,Snow,One Way Street,37,Dry,Darkness - Lighting Unknown,5,1,Slight,56.3608,-2.9299,East Gail District,Amyshire,Road Condition,East Region
838,2024-08-14,06:19,Fri,Rain,Junction,46,Mud,Darkness - No Lighting,4,6,Slight,55.7484,1.5147,West Thomas District,Port Ryanfurt,Unknown,Metropolitan
839,2025-05-07,10:20,Sat,Unknown,A-Road,48,Ice,Darkness - Lights Lit,2,5,Slight,57.0761,-4.7878,Elizabethmouth District,Carrollchester,Driver Error,West Region
840,2024-05-19,10:09,Tue,Fog,Motorway,56,Flood,Twilight,4,5,Slight,51.2713,-0.8452,Suttonmouth District,East Charles,Speeding,East Region
841,2024-07-10,11:32,Tue,Hail,A-Road,59,Snow,Daylight,3,2,Serious,50.5699,-2.2911,South Thomasview District,East Lindseytown,Pedestrian Error,South Region
842,2024-11-02,10:29,Thu,Fog,Roundabout,56,Mud,Twilight,2,6,Slight,54.5247,-0.4137,West Rebeccaberg District,Foleymouth,Road Condition,East Region
843,2024-03-22,23:37,Wed,Fog,B-Road,34,Snow,Twilight,5,3,Slight,56.8113,1.2956,Juliechester District,Port Michaelmouth,Pedestrian Error,Metropolitan
844,2023-09-18,16:28,Wed,Snow,A-Road,48,Flood,Darkness - No Lighting,3,4,Slight,52.7104,-0.2003,East Brianbury District,Roberthaven,Speeding,South Region
845,2024-09-04,21:06,Thu,Snow,Junction,35,Dry,Daylight,2,6,Slight,54.71,-2.3076,West Amanda District,Lake Derekside,Pedestrian Error,West Region
846,2025-04-10,23:25,Tue,Fog,One Way Street,36,Ice,Twilight,3,2,Slight,55.559,-0.1711,East Tina District,Jacobville,Pedestrian Error,North Region
847,2023-08-12,19:15,Wed,Rain,A-Road,27,Wet,Darkness - No Lighting,4,4,Slight,51.8153,1.5838,Port Victoriastad District,New Thomasshire,Distracted Driving,South Region
848,2023-11-06,23:14,Wed,Unknown,Dual Carriageway,35,Ice,Darkness - Lighting Unknown,2,5,Slight,50.2149,-4.5022,South Angelafort District,Andrewsville,Unknown,East Region
849,2023-05-24,11:25,Sun,Hail,Roundabout,62,Dry,Darkness - Lights Lit,5,5,Slight,53.2225,0.9799,Jessicashire District,Christianview,Distracted Driving,West Region
850,2023-12-09,20:59,Wed,Snow,A-Road,26,Snow,Daylight,1,0,Slight,55.0467,1.0989,North Saraton District,Pamelaport,Driver Error,East Region
851,2023-02-18,16:29,Mon,Unknown,Junction,26,Wet,Darkness - Lighting Unknown,3,6,Slight,50.8535,-3.5568,Ashleyview District,Brownberg,Speeding,West Region
852,2024-11-03,16:17,Thu,Hail,Dual Carriageway,54,Wet,Darkness - No Lighting,2,5,Slight,57.3343,1.0199,Adamsfurt District,Lake Audreyton,Drunk Driving,West Region
853,2023-04-06,18:14,Mon,Fog,Dual Carriageway,51,Wet,Twilight,4,6,Slight,50.4394,-2.4462,Port Jamie District,Shannonchester,Speeding,Metropolitan
854,2023-07-25,03:50,Wed,Fog,Motorway,55,Flood,Darkness - Lighting Unknown,5,4,Serious,53.8851,-0.5413,Lake Meganbury District,South Kayla,Pedestrian Error,East Region
855,2023-06-13,01:03,Tue,Snow,Motorway,37,Flood,Twilight,3,0,Slight,54.7335,-0.3911,West Michelletown District,Pamelafurt,Drunk Driving,South Region
856,2025-01-08,15:08,Sat,Snow,One Way Street,36,Ice,Darkness - No Lighting,1,2,Slight,51.6905,1.0454,North Christopher District,Phillipsbury,Road Condition,South Region
857,2024-09-19,13:19,Fri,Unknown,Motorway,27,Flood,Darkness - Lighting Unknown,2,1,Serious,55.59,1.3871,Wilcoxville District,Lake Calvinfurt,Speeding,South Region
858,2023-08-21,01:51,Tue,Hail,Motorway,38,Mud,Darkness - Lighting Unknown,4,3,Serious,55.7582,-3.7085,Andrewsport District,Port Aliciashire,Drunk Driving,North Region
859,2023-03-05,16:38,Fri,Fog,Dual Carriageway,54,Ice,Darkness - Lighting Unknown,3,1,Slight,55.1742,-3.1287,West Territown District,East Lisa,Pedestrian Error,West Region
860,2025-03-18,01:41,Mon,Fine,Motorway,38,Dry,Darkness - Lighting Unknown,5,2,Slight,52.8378,-2.5522,South Karenstad District,Rossville,Distracted Driving,South Region
861,2023-10-03,01:10,Sun,Windy,B-Road,25,Dry,Daylight,4,4,Serious,54.6607,1.2561,Port Janice District,Owensview,Unknown,West Region
862,2023-03-29,09:40,Sat,Unknown,One Way Street,68,Flood,Darkness - No Lighting,4,6,Slight,55.1853,-1.9644,Kimberlychester District,Millerstad,Weather Conditions,North Region
863,2023-04-24,04:14,Tue,Fog,Roundabout,23,Dry,Darkness - No Lighting,2,1,Slight,50.8135,-1.0401,Randychester District,Robertton,Drunk Driving,South Region
864,2025-05-14,04:16,Tue,Fine,Dual Carriageway,24,Ice,Twilight,2,4,Slight,52.4901,-2.4641,South Jaimefurt District,New Russell,Unknown,South Region
865,2024-01-23,21:53,Thu,Fog,A-Road,69,Flood,Darkness - No Lighting,3,3,Slight,57.8561,-2.332,West Benjaminchester District,Parkerstad,Distracted Driving,North Region
866,2024-09-02,07:31,Thu,Rain,A-Road,61,Ice,Daylight,4,6,Slight,52.5424,0.1174,Port Kimberlyshire District,North William,Speeding,South Region
867,2023-12-06,14:52,Tue,Unknown,One Way Street,65,Snow,Darkness - No Lighting,3,6,Fatal,57.099,-3.3164,Harrismouth District,Lake Steven,Driver Error,South Region
868,2024-02-10,13:31,Fri,Fine,Roundabout,20,Wet,Darkness - No Lighting,3,6,Serious,52.2759,-3.3495,West Lisashire District,Melissaport,Weather Conditions,Metropolitan
869,2023-09-11,05:09,Wed,Windy,A-Road,52,Wet,Twilight,5,0,Slight,52.5588,-2.3241,Lewisfort District,West James,Driver Error,South Region
870,2023-03-06,22:29,Sat,Rain,Roundabout,68,Mud,Daylight,2,4,Slight,52.9082,0.6776,Coffeyport District,Victoriafurt,Road Condition,West Region
871,2024-12-20,01:03,Wed,Fine,Roundabout,25,Flood,Daylight,5,1,Slight,52.6778,1.3074,Jacquelineside District,Lake Linda,Weather Conditions,South Region
872,2025-01-14,07:26,Sun,Fine,B-Road,58,Ice,Twilight,3,4,Slight,50.8936,-0.4003,Thompsonville District,Mcgrathchester,Speeding,North Region
873,2023-01-17,17:40,Sat,Unknown,B-Road,46,Flood,Twilight,4,5,Slight,51.1275,-4.3941,West Leslieberg District,Port Kevin,Pedestrian Error,Metropolitan
874,2025-06-13,11:52,Thu,Snow,Junction,35,Snow,Darkness - No Lighting,2,2,Slight,50.2777,-1.7727,Lake Natasha District,New Jasmine,Driver Error,East Region
875,2024-01-25,05:22,Wed,Rain,B-Road,24,Dry,Daylight,4,4,Slight,53.2277,-1.4883,Williamside District,North Susanville,Pedestrian Error,West Region
876,2024-05-28,16:22,Sun,Rain,B-Road,47,Dry,Darkness - Lighting Unknown,1,1,Slight,57.5912,0.2521,East James District,Simmonsport,Distracted Driving,South Region
877,2023-09-11,16:26,Wed,Rain,Dual Carriageway,47,Wet,Darkness - No Lighting,2,2,Serious,52.3881,-2.541,West Jonathan District,Port Christineton,Road Condition,North Region
878,2024-10-24,08:06,Sun,Windy,Junction,24,Wet,Darkness - No Lighting,4,0,Serious,57.0641,-3.986,Bradleyburgh District,Karaborough,Pedestrian Error,Metropolitan
879,2024-07-13,16:58,Mon,Fine,Dual Carriageway,59,Mud,Darkness - Lights Lit,3,6,Slight,56.0727,-3.2244,South Joseph District,West Kimberlyport,Unknown,South Region
880,2025-04-17,21:43,Fri,Hail,A-Road,43,Flood,Darkness - Lights Lit,3,5,Slight,50.4961,-4.8448,West Christopherburgh District,North Rodneyberg,Unknown,Metropolitan
881,2024-01-04,03:44,Sun,Fog,B-Road,31,Flood,Darkness - No Lighting,2,3,Fatal,50.1323,-0.0948,South Chad District,Patriciamouth,Drunk Driving,North Region
882,2023-10-03,18:01,Thu,Hail,Motorway,48,Mud,Daylight,5,2,Slight,51.6284,-4.0875,East Jasonberg District,New Joshua,Pedestrian Error,North Region
883,2025-05-01,22:07,Sat,Fine,One Way Street,49,Dry,Darkness - Lights Lit,3,1,Slight,54.6102,-3.4652,Erikstad District,South Amanda,Distracted Driving,West Region
884,2024-03-01,21:38,Wed,Windy,One Way Street,23,Ice,Daylight,5,6,Slight,55.9783,-0.2038,South Larryport District,Jackton,Vehicle Fault,South Region
885,2023-05-31,01:38,Tue,Windy,B-Road,49,Ice,Darkness - Lights Lit,3,4,Slight,52.946,-0.0549,Port Jason District,Lake Reneeshire,Speeding,West Region
886,2023-05-28,20:58,Fri,Snow,One Way Street,47,Flood,Darkness - No Lighting,4,5,Serious,53.2559,-1.9205,New Christopher District,North Gregorychester,Pedestrian Error,East Region
887,2025-04-16,11:53,Fri,Unknown,Junction,63,Ice,Daylight,2,5,Slight,50.9232,-2.5961,East Eriktown District,North Jennatown,Pedestrian Error,North Region
888,2023-10-20,16:49,Thu,Hail,Dual Carriageway,26,Ice,Daylight,4,2,Slight,57.9824,-2.3101,Gilbertmouth District,North Matthewchester,Unknown,South Region
889,2025-04-06,23:30,Sat,Rain,Dual Carriageway,68,Ice,Daylight,1,2,Serious,57.3528,0.8643,South Brianmouth District,Port Jeffrey,Road Condition,West Region
890,2023-11-08,09:52,Thu,Hail,A-Road,57,Flood,Darkness - No Lighting,5,4,Slight,50.4728,0.9054,Port Brian District,Lake Karen,Unknown,North Region
891,2025-06-14,09:05,Tue,Fog,Dual Carriageway,34,Wet,Twilight,1,1,Serious,55.9046,-0.5563,Lake Samantha District,Port Donaldmouth,Unknown,South Region
892,2023-03-13,16:54,Tue,Windy,Roundabout,67,Ice,Darkness - Lights Lit,3,3,Slight,57.5828,-2.3601,North Ian District,Moodyberg,Drunk Driving,North Region
893,2024-06-11,20:06,Mon,Fog,B-Road,44,Flood,Darkness - Lights Lit,4,1,Slight,52.8045,1.7148,Lake Dianetown District,North Craig,Unknown,Metropolitan
894,2024-06-26,21:11,Wed,Rain,One Way Street,38,Mud,Darkness - No Lighting,4,1,Slight,55.3408,1.1239,Wrightborough District,Richardhaven,Drunk Driving,North Region
895,2023-05-30,22:37,Fri,Fog,Motorway,31,Wet,Daylight,4,2,Serious,56.822,1.3414,North Andrew District,New Johnville,Distracted Driving,East Region
896,2023-03-26,08:47,Tue,Fine,B-Road,44,Ice,Daylight,5,2,Fatal,50.7108,-4.7528,Port Caitlin District,Johnstontown,Driver Error,Metropolitan
897,2024-06-17,17:51,Wed,Unknown,Dual Carriageway,26,Mud,Darkness - Lights Lit,3,6,Slight,52.2106,1.8802,Ariasbury District,Christopherstad,Weather Conditions,East Region
898,2023-07-07,10:05,Tue,Rain,A-Road,55,Wet,Darkness - No Lighting,1,5,Serious,51.6668,-1.1838,Lyonsland District,East Malloryshire,Speeding,Metropolitan
899,2023-01-21,14:59,Sun,Windy,Roundabout,24,Ice,Twilight,3,5,Serious,54.4555,0.557,Lake Michellehaven District,South Allison,Road Condition,South Region
900,2024-11-29,16:24,Sat,Hail,B-Road,30,Dry,Darkness - Lighting Unknown,4,6,Slight,56.8573,-3.0165,Lake Kenneth District,Lake Nathanbury,Speeding,South Region
901,2024-09-19,10:29,Thu,Hail,A-Road,48,Wet,Darkness - No Lighting,3,3,Slight,57.0785,-1.9486,Loweland District,Anneberg,Road Condition,North Region
902,2025-02-06,17:23,Fri,Snow,Motorway,31,Flood,Darkness - No Lighting,4,0,Slight,50.8175,-3.1647,Justinmouth District,Ralphport,Unknown,East Region
903,2024-05-14,15:49,Tue,Fog,B-Road,39,Mud,Twilight,4,5,Slight,56.1156,-0.2485,Beckburgh District,Smithport,Weather Conditions,West Region
904,2023-08-07,16:37,Sun,Snow,Motorway,44,Flood,Darkness - Lighting Unknown,2,0,Fatal,56.9918,-1.2872,Lake Joseph District,Hayesburgh,Weather Conditions,East Region
905,2023-09-08,22:56,Wed,Snow,Dual Carriageway,60,Wet,Daylight,4,2,Slight,52.306,-1.2891,South Richard District,Cruzstad,Drunk Driving,South Region
906,2023-08-15,21:51,Tue,Rain,Roundabout,44,Wet,Darkness - No Lighting,2,1,Slight,55.7215,-4.0855,Williamport District,Port Stephen,Drunk Driving,West Region
907,2023-03-26,03:21,Sun,Fine,Dual Carriageway,28,Wet,Darkness - Lights Lit,2,3,Slight,56.343,-2.6654,North Hollyhaven District,Bakerhaven,Speeding,North Region
908,2024-03-09,22:19,Sat,Fine,One Way Street,29,Dry,Twilight,4,3,Slight,55.2357,0.7285,South Brittanychester District,West Antoniofort,Driver Error,North Region
909,2024-08-20,19:55,Wed,Snow,Motorway,31,Ice,Twilight,3,6,Slight,50.002,-1.3015,Carterbury District,Smithmouth,Distracted Driving,Metropolitan
910,2023-02-17,11:49,Sat,Snow,B-Road,67,Flood,Twilight,5,6,Slight,50.2618,1.5114,North Robertshire District,Lauraton,Weather Conditions,North Region
911,2024-09-09,16:31,Tue,Unknown,A-Road,25,Ice,Daylight,2,4,Slight,51.6987,-0.9498,South Courtneystad District,Ashleyport,Speeding,East Region
912,2025-02-10,18:38,Sat,Unknown,Dual Carriageway,47,Wet,Twilight,4,4,Slight,51.9351,1.2798,East Sarahmouth District,Lake Jennifer,Pedestrian Error,West Region
913,2024-07-13,21:38,Sat,Hail,Dual Carriageway,44,Dry,Darkness - Lighting Unknown,4,6,Serious,51.1711,1.9835,Glenburgh District,Romeroville,Pedestrian Error,East Region
914,2023-12-12,20:15,Sat,Hail,Motorway,51,Mud,Twilight,2,0,Serious,57.2337,-1.6543,East Zacharymouth District,South Vanessa,Unknown,East Region
915,2023-09-22,23:21,Mon,Rain,Dual Carriageway,60,Flood,Twilight,1,0,Slight,55.4138,-4.5014,West Yvettemouth District,East Mirandaport,Road Condition,East Region
916,2023-09-02,17:57,Tue,Fog,Roundabout,42,Mud,Darkness - Lights Lit,4,1,Slight,52.5659,-0.9019,Duaneborough District,Kennethfurt,Speeding,South Region
917,2023-07-02,19:54,Sun,Fine,Dual Carriageway,63,Flood,Darkness - Lights Lit,5,4,Slight,56.9609,1.3591,Port Ryan District,New Michelle,Pedestrian Error,West Region
918,2025-02-02,08:40,Thu,Snow,Roundabout,47,Mud,Darkness - No Lighting,4,5,Serious,57.7419,0.5634,Jeffreyberg District,Port Arthur,Driver Error,South Region
919,2024-01-12,11:29,Sat,Windy,Motorway,62,Ice,Daylight,1,6,Slight,57.9282,-0.3128,New Jessicafurt District,Port Laura,Unknown,East Region
920,2024-06-29,22:35,Thu,Hail,Dual Carriageway,63,Dry,Twilight,1,0,Serious,56.72,1.2197,Michellefurt District,Georgehaven,Speeding,East Region
921,2023-10-14,02:38,Sat,Windy,B-Road,31,Flood,Darkness - Lighting Unknown,2,2,Slight,54.3994,0.5528,Elizabethhaven District,Port Jenniferland,Speeding,East Region
922,2023-11-16,09:13,Mon,Fog,Dual Carriageway,51,Ice,Darkness - Lights Lit,5,6,Serious,57.5495,-0.1123,Christopherstad District,Evansport,Speeding,East Region
923,2024-09-08,18:48,Sat,Hail,Dual Carriageway,38,Dry,Daylight,4,1,Slight,56.7469,1.5533,East Alexander District,East Michaelmouth,Pedestrian Error,North Region
924,2024-03-28,05:29,Thu,Rain,A-Road,57,Dry,Daylight,2,0,Slight,53.2057,-2.5148,East Lindseyfurt District,Port Samuelborough,Unknown,East Region
925,2023-05-22,11:23,Fri,Hail,B-Road,61,Ice,Darkness - Lights Lit,4,5,Slight,57.0758,1.4445,Port Derek District,South Benjamin,Weather Conditions,Metropolitan
926,2025-06-16,09:03,Sun,Fog,A-Road,45,Mud,Daylight,2,5,Serious,55.514,-3.2529,Edwardmouth District,Lake Joshua,Weather Conditions,Metropolitan
927,2023-06-01,16:38,Wed,Snow,Dual Carriageway,48,Ice,Darkness - Lights Lit,2,5,Slight,57.6137,-3.2241,Lake Madisonfurt District,East Peter,Drunk Driving,West Region
928,2023-09-01,17:24,Fri,Fog,A-Road,32,Ice,Darkness - Lights Lit,5,5,Slight,56.0796,-0.3582,Lake Jeffreytown District,Rodriguezborough,Road Condition,South Region
929,2024-11-01,01:41,Sat,Hail,Junction,36,Mud,Darkness - Lighting Unknown,2,1,Slight,57.739,-2.6608,Samuelmouth District,East Jennifer,Road Condition,North Region
930,2023-07-22,16:00,Sat,Fine,One Way Street,30,Wet,Darkness - Lighting Unknown,5,4,Slight,55.8909,1.9142,Karenhaven District,Mirandatown,Speeding,East Region
931,2024-10-03,14:38,Thu,Unknown,A-Road,22,Wet,Twilight,5,4,Slight,51.3222,-4.656,Lake David District,New Lori,Road Condition,East Region
932,2024-02-17,17:59,Wed,Unknown,Motorway,67,Wet,Daylight,1,0,Slight,52.4185,-4.8085,Figueroamouth District,West Michaelhaven,Weather Conditions,Metropolitan
933,2024-08-17,23:16,Wed,Unknown,Motorway,70,Flood,Darkness - Lighting Unknown,4,4,Serious,56.6352,-0.1729,West James District,Jennifershire,Driver Error,West Region
934,2025-01-23,05:58,Sat,Snow,A-Road,37,Ice,Darkness - Lighting Unknown,2,3,Slight,50.3383,-0.1709,West Brianside District,Port Edward,Weather Conditions,Metropolitan
935,2024-02-21,20:46,Fri,Fine,B-Road,69,Dry,Darkness - Lights Lit,4,3,Slight,50.1144,-1.5044,Turnerside District,North Tanner,Unknown,West Region
936,2023-01-21,16:43,Fri,Hail,Junction,66,Flood,Darkness - No Lighting,2,6,Slight,50.1151,-1.1505,Candaceview District,North Jamesfort,Vehicle Fault,North Region
937,2023-03-12,10:48,Sat,Hail,Junction,63,Mud,Darkness - Lighting Unknown,5,1,Serious,54.6092,-2.3178,Greenview District,Rachelside,Pedestrian Error,North Region
938,2024-04-16,16:18,Tue,Rain,A-Road,63,Ice,Darkness - No Lighting,3,5,Slight,54.3885,1.4188,New Tamara District,Robertton,Driver Error,Metropolitan
939,2023-04-30,06:34,Sat,Hail,One Way Street,42,Ice,Twilight,2,2,Slight,57.9316,-2.8211,Harveyport District,Debraport,Vehicle Fault,North Region
940,2023-01-27,16:59,Tue,Fog,B-Road,69,Dry,Twilight,1,1,Slight,55.4595,-3.9524,Frazierport District,Hodgeshaven,Road Condition,West Region
941,2024-04-04,18:10,Fri,Fog,Junction,65,Dry,Twilight,4,5,Serious,55.1102,-4.4664,South Michelleberg District,Williamsburgh,Distracted Driving,East Region
942,2024-10-04,09:17,Tue,Fog,Roundabout,36,Wet,Darkness - No Lighting,1,2,Serious,53.4424,-3.7397,West John District,North Douglas,Drunk Driving,Metropolitan
943,2023-05-25,20:29,Mon,Fog,Motorway,29,Mud,Darkness - Lighting Unknown,4,6,Slight,50.5479,1.3728,South Sharon District,Welchberg,Weather Conditions,West Region
944,2023-01-08,03:58,Sun,Windy,Motorway,31,Snow,Darkness - Lighting Unknown,5,3,Serious,54.6643,0.9248,Hallmouth District,Debrashire,Vehicle Fault,East Region
945,2024-11-12,03:25,Tue,Snow,B-Road,30,Ice,Darkness - Lighting Unknown,4,5,Serious,53.6346,0.2782,New Aimeeburgh District,West Catherine,Vehicle Fault,North Region
946,2023-12-18,06:02,Thu,Fine,A-Road,69,Ice,Darkness - No Lighting,2,6,Slight,50.368,-2.2606,Shannonbury District,Port Joshua,Pedestrian Error,West Region
947,2023-07-20,07:36,Thu,Hail,A-Road,66,Flood,Darkness - No Lighting,4,3,Slight,54.876,-3.1867,Kevinborough District,West Patricia,Vehicle Fault,North Region
948,2023-11-30,03:40,Thu,Unknown,Junction,48,Mud,Darkness - No Lighting,4,3,Slight,52.8367,-2.9134,Deborahton District,South James,Road Condition,East Region
949,2024-06-09,15:47,Fri,Unknown,A-Road,26,Mud,Darkness - Lighting Unknown,3,2,Slight,52.8992,0.4294,West Douglasburgh District,Bobbyport,Pedestrian Error,South Region
950,2025-01-23,21:57,Thu,Fog,Dual Carriageway,59,Snow,Darkness - No Lighting,5,6,Slight,52.3881,-1.4735,Spencerchester District,North Heatherbury,Driver Error,East Region
951,2024-05-02,01:03,Fri,Fog,Junction,22,Flood,Darkness - No Lighting,2,0,Serious,51.5659,0.7949,Amytown District,West Jennifer,Distracted Driving,North Region
952,2023-02-05,19:45,Thu,Rain,Roundabout,29,Ice,Darkness - Lights Lit,2,1,Slight,51.0637,-4.4193,Lake Angelaberg District,Carolyntown,Vehicle Fault,East Region
