employee_id,age,gender,marital_status,department,job_role,education,education_field,distance_from_km,business_travel,environment_satisfaction,job_satisfaction,work_life_balance,job_involvement,performance_rating,overtime,num_companies_worked,years_at_company,years_in_current_role,years_since_last_promotion,total_working_years,monthly_income,salary_slab,attrition,attrition_label,over_time_bin
549,46,Other,Divorced,Legal,Junior Associate,High School,Other,46,Travel Frequently,4,2,4,4,3,No,2,0,0,0,22,72613.08,Medium,No,Staying,Yes
550,54,Female,Single,Technology,Manager,Masters,Other,40,Travel Frequently,2,1,4,3,4,Yes,1,0,0,0,37,109234.18,Low,No,Staying,No
551,24,Female,Divorced,Technology,Executive,Associate,Other,38,Non-Travel,4,1,2,1,4,Yes,5,25,14,1,15,86744.47,Medium,No,Staying,Yes
552,47,Female,Single,Operations,Associate,Associate,Business Management,36,Travel Rarely,1,2,2,3,3,No,6,21,14,7,12,71119.67,High,No,Staying,No
553,38,Other,Divorced,Operations,Junior Associate,High School,Business Management,25,Travel Frequently,4,1,3,3,4,No,0,16,15,4,0,97637.88,Medium,Yes,Leaving,No
554,23,Other,Divorced,Operations,Associate,PhD,Medical,35,Non-Travel,4,3,4,1,1,Yes,0,12,0,4,24,66103.29,Medium,No,Staying,No
555,57,Other,Single,Finance,Manager,Associate,Business Management,40,Non-Travel,1,4,4,1,1,Yes,3,14,1,1,4,80988.12,Medium,No,Staying,No
556,36,Male,Married,Sales,Junior Associate,High School,Life Sciences,37,Travel Rarely,3,1,3,2,1,Yes,3,21,1,8,24,132288.87,Low,No,Staying,No
557,53,Female,Divorced,Technology,Manager,Bachelors,Business Management,6,Travel Frequently,3,4,2,1,4,Yes,5,22,3,3,20,101254.09,Medium,No,Staying,No
558,24,Female,Single,R&D,VP,Bachelors,Other,11,Travel Frequently,1,1,4,3,2,No,6,22,0,5,34,85765.53,Medium,No,Staying,No
559,26,Male,Married,Legal,Junior Associate,Bachelors,Medical,68,Non-Travel,1,2,3,2,2,Yes,7,14,4,2,13,75332.0,High,No,Staying,Yes
560,58,Male,Single,R&D,Lead,PhD,Business Management,75,Non-Travel,2,1,1,2,1,No,0,30,13,1,2,86641.61,Very High,No,Staying,No
561,30,Other,Single,Marketing,Specialist,Masters,Technical Degree,75,Travel Frequently,4,4,3,2,2,Yes,3,27,13,7,23,42474.27,Medium,No,Staying,No
562,38,Other,Single,R&D,Senior Analyst,Masters,Human Resources,67,Travel Frequently,1,3,3,2,4,Yes,7,18,0,1,17,98899.69,Low,No,Staying,Yes
563,56,Male,Single,R&D,Analyst,PhD,Life Sciences,79,Travel Rarely,3,1,3,1,3,No,4,18,13,2,17,140904.27,Low,No,Staying,No
564,34,Female,Divorced,Sales,Executive,Bachelors,Marketing,57,Non-Travel,3,2,1,3,4,No,4,16,7,5,25,65323.08,Low,Yes,Leaving,Yes
565,34,Male,Divorced,R&D,Senior Analyst,High School,Human Resources,33,Travel Rarely,1,2,4,1,3,Yes,0,11,6,0,16,120360.06,Medium,No,Staying,Yes
566,57,Other,Divorced,Technology,Senior Analyst,Bachelors,Technical Degree,51,Non-Travel,1,2,4,2,4,Yes,6,11,11,4,31,68393.64,Very High,No,Staying,Yes
567,49,Other,Divorced,Finance,Director,Bachelors,Marketing,60,Travel Rarely,4,3,1,4,4,Yes,6,28,7,5,8,103158.32,Very High,No,Staying,Yes
568,28,Male,Married,Technology,Manager,High School,Medical,69,Travel Rarely,2,4,3,4,1,No,1,1,1,1,13,125772.8,Very High,No,Staying,Yes
569,24,Female,Divorced,R&D,Executive,Bachelors,Life Sciences,19,Travel Frequently,2,1,2,1,1,No,7,0,0,0,35,37384.88,Low,Yes,Leaving,No
570,44,Male,Divorced,Human Resources,Lead,PhD,Business Management,56,Travel Rarely,2,4,1,4,2,Yes,7,7,2,2,34,105618.37,Low,No,Staying,No
571,58,Female,Divorced,Human Resources,Junior Associate,Masters,Life Sciences,22,Non-Travel,4,1,2,3,2,No,0,25,15,2,10,48869.53,Low,No,Staying,No
572,51,Female,Married,Human Resources,Senior Analyst,PhD,Medical,31,Travel Frequently,1,4,1,4,3,No,8,29,11,7,2,128511.84,High,Yes,Leaving,No
573,22,Female,Single,R&D,Manager,High School,Medical,21,Travel Frequently,3,4,2,3,3,No,4,1,1,1,37,33343.77,High,No,Staying,No
574,26,Female,Single,Human Resources,Associate,High School,Marketing,20,Non-Travel,2,1,3,4,4,Yes,4,9,6,7,8,69673.11,Medium,Yes,Leaving,Yes
575,26,Male,Married,Human Resources,Associate,PhD,Other,19,Travel Frequently,4,1,1,2,2,No,5,19,6,4,4,92666.01,Low,No,Staying,No
576,56,Female,Divorced,Marketing,VP,Masters,Marketing,14,Travel Frequently,2,2,1,4,4,Yes,5,5,5,5,13,46223.57,Medium,No,Staying,Yes
577,25,Other,Married,Finance,Associate,Bachelors,Business Management,72,Non-Travel,3,1,1,2,2,Yes,4,16,14,5,5,62395.59,Low,No,Staying,Yes
578,27,Other,Married,Human Resources,Manager,PhD,Life Sciences,70,Travel Frequently,3,4,3,4,2,No,4,24,12,1,34,127915.32,Very High,No,Staying,Yes
579,48,Other,Married,R&D,Director,High School,Other,40,Travel Frequently,2,1,1,4,2,Yes,6,15,4,3,37,62382.87,Medium,No,Staying,No
580,52,Female,Divorced,Operations,Manager,Bachelors,Life Sciences,40,Travel Rarely,1,1,3,3,3,No,0,16,3,0,32,91462.33,Low,No,Staying,No
581,39,Male,Single,R&D,Junior Associate,PhD,Human Resources,4,Travel Frequently,3,3,3,1,3,No,7,29,10,0,2,45912.42,Medium,No,Staying,No
582,34,Male,Divorced,Human Resources,Manager,High School,Marketing,13,Travel Rarely,3,4,1,4,1,Yes,0,8,3,1,2,32543.61,Low,No,Staying,No
583,60,Other,Single,Marketing,Analyst,Associate,Human Resources,14,Travel Frequently,2,4,4,3,1,No,1,28,9,1,27,71997.17,Medium,No,Staying,Yes
584,56,Female,Divorced,Operations,Manager,Masters,Medical,79,Travel Rarely,2,1,3,4,4,Yes,7,20,1,3,19,119493.66,Very High,Yes,Leaving,Yes
585,31,Female,Married,Marketing,Manager,High School,Medical,80,Non-Travel,1,2,2,2,2,Yes,4,0,0,0,10,71545.36,High,No,Staying,Yes
586,54,Male,Divorced,Marketing,Associate,Masters,Human Resources,48,Travel Rarely,4,4,2,4,1,Yes,1,14,11,5,0,95876.71,Low,No,Staying,No
587,33,Male,Divorced,Marketing,VP,Associate,Marketing,61,Travel Rarely,1,1,3,1,4,Yes,3,10,8,0,8,109936.5,Medium,No,Staying,No
588,51,Other,Married,Technology,Manager,PhD,Life Sciences,51,Travel Frequently,1,2,3,3,4,Yes,8,18,8,1,15,45466.72,Medium,No,Staying,No
589,25,Other,Divorced,Human Resources,Analyst,Masters,Marketing,53,Travel Frequently,3,3,3,3,4,Yes,5,4,4,4,10,90269.38,Very High,No,Staying,Yes
590,51,Other,Divorced,Legal,Analyst,Bachelors,Marketing,4,Non-Travel,3,3,4,2,2,Yes,4,20,6,6,10,116330.48,Very High,Yes,Leaving,No
591,23,Other,Single,Sales,Lead,Bachelors,Other,33,Travel Rarely,1,2,3,4,4,Yes,5,15,1,2,17,41508.19,Medium,No,Staying,Yes
592,58,Male,Single,Finance,Analyst,Masters,Business Management,41,Non-Travel,2,4,3,1,2,No,2,23,5,8,25,137046.49,High,No,Staying,No
593,27,Male,Divorced,Sales,Executive,Associate,Life Sciences,79,Travel Rarely,2,1,2,1,3,No,6,2,1,2,1,90900.87,Low,No,Staying,Yes
594,34,Male,Married,Sales,Specialist,Masters,Technical Degree,33,Travel Rarely,2,2,2,3,1,No,5,3,3,3,12,107133.26,High,No,Staying,No
595,43,Other,Married,Technology,Associate,Bachelors,Life Sciences,77,Travel Frequently,4,4,3,4,2,Yes,0,4,4,3,13,69435.18,High,No,Staying,Yes
596,44,Female,Single,R&D,VP,Bachelors,Other,69,Travel Rarely,4,2,3,2,3,Yes,0,20,10,3,12,63035.26,Low,No,Staying,No
597,23,Female,Divorced,Human Resources,Analyst,Bachelors,Other,5,Travel Rarely,2,4,3,3,2,No,5,17,0,1,33,50980.5,Very High,Yes,Leaving,Yes
598,43,Female,Divorced,Human Resources,Lead,Bachelors,Life Sciences,33,Non-Travel,4,4,3,1,3,Yes,0,6,0,6,40,123299.71,Very High,No,Staying,Yes
599,38,Other,Single,Legal,Lead,High School,Life Sciences,49,Travel Frequently,4,2,1,3,3,Yes,8,24,12,8,26,98676.27,Medium,No,Staying,Yes
600,55,Male,Married,Finance,Executive,Bachelors,Medical,2,Travel Rarely,4,1,3,2,1,Yes,2,29,4,2,25,72303.54,High,No,Staying,No
601,36,Female,Single,Marketing,Executive,PhD,Medical,41,Travel Frequently,3,4,4,1,3,Yes,4,7,7,1,31,99722.96,Medium,No,Staying,No
602,45,Other,Married,Sales,Analyst,PhD,Human Resources,62,Travel Frequently,1,4,4,3,1,Yes,6,16,2,1,3,107940.03,High,No,Staying,No
603,58,Male,Single,Finance,Manager,High School,Business Management,38,Travel Frequently,4,1,1,1,4,Yes,1,19,2,4,4,100285.56,Low,No,Staying,No
604,60,Male,Married,Marketing,Executive,High School,Life Sciences,70,Non-Travel,4,4,2,1,2,No,4,20,4,2,14,49342.45,Very High,No,Staying,No
605,30,Female,Married,Operations,Lead,Associate,Technical Degree,29,Non-Travel,3,2,3,3,1,Yes,8,22,1,6,39,127471.25,High,Yes,Leaving,No
606,29,Female,Married,Finance,Junior Associate,Bachelors,Other,4,Travel Frequently,4,4,4,1,3,Yes,2,2,2,2,26,46522.26,Low,No,Staying,No
607,44,Male,Married,Marketing,Director,High School,Other,28,Non-Travel,3,4,1,3,3,No,8,26,4,6,0,57234.87,Low,Yes,Leaving,Yes
608,27,Other,Single,Finance,Analyst,Associate,Life Sciences,31,Non-Travel,3,4,2,2,4,Yes,6,6,6,1,23,149618.55,High,No,Staying,No
609,50,Male,Married,Operations,Lead,Bachelors,Human Resources,74,Travel Rarely,2,3,2,4,2,No,1,9,4,0,11,116548.72,Very High,No,Staying,Yes
610,23,Female,Single,Legal,Senior Analyst,High School,Technical Degree,44,Travel Frequently,3,1,3,4,4,Yes,8,0,0,0,40,87210.61,Low,Yes,Leaving,Yes
611,45,Male,Divorced,Technology,Associate,High School,Other,16,Travel Rarely,3,4,3,1,1,No,2,26,9,4,23,124138.38,Low,No,Staying,No
612,51,Male,Married,Operations,Director,PhD,Human Resources,63,Travel Rarely,2,4,4,3,2,No,2,22,0,8,35,91781.37,Low,No,Staying,No
613,23,Male,Single,Legal,Junior Associate,Bachelors,Marketing,78,Non-Travel,1,2,4,4,4,No,3,16,2,5,18,144127.34,Low,No,Staying,No
614,36,Female,Divorced,Marketing,Lead,Associate,Other,50,Travel Frequently,4,3,4,3,4,No,1,11,0,8,34,139184.05,Very High,Yes,Leaving,No
615,59,Other,Married,Operations,Junior Associate,Bachelors,Technical Degree,20,Travel Frequently,3,1,4,2,2,Yes,8,27,14,5,9,31228.29,Low,No,Staying,No
616,60,Other,Divorced,Marketing,Associate,Bachelors,Human Resources,59,Travel Frequently,1,1,3,1,4,No,6,23,15,4,40,80414.27,Very High,No,Staying,No
617,33,Male,Divorced,Marketing,Analyst,PhD,Medical,23,Travel Frequently,1,1,3,2,3,No,6,15,15,6,32,107321.12,Very High,No,Staying,No
618,29,Male,Single,Technology,Lead,Associate,Life Sciences,19,Travel Frequently,1,4,1,3,3,Yes,0,0,0,0,16,87638.49,Very High,No,Staying,No
619,40,Male,Divorced,Finance,Specialist,Masters,Medical,51,Travel Frequently,4,4,3,2,2,Yes,5,22,2,1,9,86721.87,High,No,Staying,No
620,24,Female,Single,Finance,Director,Masters,Medical,30,Travel Frequently,1,1,2,2,3,Yes,5,14,4,7,40,101243.14,Low,No,Staying,Yes
621,49,Male,Divorced,Human Resources,Lead,Bachelors,Other,60,Non-Travel,4,3,2,3,2,No,2,26,8,4,25,148533.31,Medium,No,Staying,Yes
622,33,Female,Married,Marketing,Specialist,Associate,Human Resources,27,Travel Frequently,4,3,3,2,1,Yes,4,26,15,3,17,74455.0,High,No,Staying,No
623,51,Female,Married,Sales,Specialist,Masters,Technical Degree,78,Travel Rarely,3,1,4,3,3,No,0,19,5,2,27,55999.55,Very High,No,Staying,Yes
624,55,Other,Single,Sales,Director,PhD,Life Sciences,38,Non-Travel,2,4,1,4,2,Yes,1,8,2,8,26,85484.39,High,No,Staying,No
625,40,Female,Divorced,Marketing,Manager,High School,Marketing,16,Travel Rarely,3,3,3,1,2,No,6,4,4,4,28,45656.9,Low,No,Staying,No
626,29,Male,Married,Finance,Senior Analyst,High School,Marketing,77,Non-Travel,3,1,2,1,1,No,8,8,0,3,19,79063.66,Medium,No,Staying,Yes
627,55,Other,Married,Marketing,Specialist,Associate,Medical,70,Non-Travel,4,4,2,1,4,Yes,0,4,2,4,8,35877.92,Medium,No,Staying,No
628,56,Female,Divorced,Technology,VP,Associate,Technical Degree,38,Non-Travel,3,4,1,3,3,Yes,2,25,12,7,38,85706.1,Medium,No,Staying,No
629,50,Other,Married,Operations,Specialist,PhD,Human Resources,34,Non-Travel,3,2,2,1,3,Yes,6,21,8,4,28,96318.53,Medium,No,Staying,Yes
630,48,Male,Divorced,Sales,Lead,Associate,Other,46,Travel Rarely,1,4,2,1,4,No,6,0,0,0,16,107180.53,Low,Yes,Leaving,Yes
631,47,Female,Single,Sales,Analyst,Bachelors,Marketing,67,Non-Travel,2,2,4,4,2,No,3,3,3,1,30,146323.56,High,No,Staying,No
632,23,Female,Divorced,Human Resources,Director,Masters,Medical,71,Travel Rarely,2,4,2,1,4,No,7,1,1,1,28,110868.1,High,No,Staying,No
633,41,Male,Married,Human Resources,Junior Associate,Associate,Human Resources,64,Travel Frequently,3,2,1,1,4,Yes,4,29,3,8,5,68101.75,High,No,Staying,No
634,60,Other,Married,Human Resources,Manager,Associate,Business Management,38,Non-Travel,1,4,3,2,1,Yes,2,30,2,1,29,131064.26,Low,No,Staying,No
635,24,Female,Married,Sales,Junior Associate,Bachelors,Marketing,20,Travel Rarely,2,1,1,4,4,No,4,25,7,5,23,146627.53,Low,No,Staying,Yes
636,50,Female,Single,Operations,Executive,Bachelors,Life Sciences,72,Travel Frequently,3,2,2,2,3,Yes,8,27,14,5,2,95428.98,Low,No,Staying,Yes
637,57,Male,Married,Sales,Associate,High School,Marketing,12,Non-Travel,4,1,3,4,2,No,8,8,6,0,2,144377.83,High,No,Staying,No
638,27,Female,Single,Sales,Lead,Bachelors,Marketing,61,Non-Travel,1,2,3,2,1,No,4,8,8,2,13,57468.25,Medium,No,Staying,Yes
639,47,Male,Divorced,Finance,Executive,High School,Other,33,Travel Frequently,4,3,2,2,3,Yes,2,22,3,5,37,122601.03,Low,No,Staying,Yes
640,45,Male,Divorced,Marketing,VP,PhD,Life Sciences,55,Travel Rarely,4,1,1,2,4,Yes,6,15,13,4,17,96052.17,High,Yes,Leaving,No
641,27,Female,Married,Technology,VP,Masters,Marketing,74,Travel Rarely,1,1,2,2,4,Yes,3,29,4,8,35,30006.17,High,No,Staying,No
642,23,Other,Divorced,Finance,VP,Associate,Human Resources,59,Travel Rarely,4,1,2,2,4,No,4,1,1,1,29,44780.15,Medium,Yes,Leaving,No
643,42,Female,Divorced,Finance,Associate,Masters,Business Management,15,Non-Travel,2,4,3,2,3,Yes,0,2,0,1,33,35000.76,Low,No,Staying,Yes
644,60,Other,Married,Human Resources,Manager,Bachelors,Technical Degree,79,Travel Rarely,1,3,3,3,4,Yes,2,7,7,7,27,127361.89,Medium,No,Staying,Yes
645,25,Male,Married,Technology,Executive,Masters,Business Management,80,Non-Travel,4,1,1,2,3,Yes,3,18,9,4,16,81458.27,Low,Yes,Leaving,No
646,60,Other,Divorced,Human Resources,Manager,Associate,Technical Degree,42,Non-Travel,1,1,4,3,2,No,2,10,7,0,14,90896.46,Medium,No,Staying,No
647,30,Male,Single,Human Resources,Specialist,Masters,Business Management,14,Non-Travel,2,3,4,4,1,No,4,30,3,8,23,85105.61,Low,No,Staying,No
648,56,Male,Married,Marketing,Lead,High School,Life Sciences,1,Travel Frequently,3,2,3,2,2,No,8,23,11,2,29,54528.17,Medium,No,Staying,Yes
649,49,Female,Married,Sales,Junior Associate,PhD,Marketing,1,Travel Rarely,3,1,2,3,4,No,2,16,13,3,30,87331.82,Very High,No,Staying,Yes
650,32,Female,Married,Marketing,Director,High School,Business Management,67,Travel Rarely,4,2,3,3,3,No,1,22,10,2,8,140233.99,High,Yes,Leaving,No
651,40,Female,Divorced,Marketing,Specialist,Masters,Marketing,31,Non-Travel,2,1,2,4,1,No,1,14,1,6,16,44644.19,Medium,No,Staying,Yes
652,51,Male,Divorced,Legal,Lead,High School,Technical Degree,15,Non-Travel,1,1,1,2,2,Yes,3,23,15,8,29,98526.7,Medium,Yes,Leaving,No
653,50,Male,Married,Legal,Lead,Masters,Life Sciences,61,Non-Travel,4,2,3,3,2,Yes,4,22,13,3,27,74544.49,Low,No,Staying,No
654,56,Other,Married,Sales,Associate,Bachelors,Life Sciences,13,Non-Travel,4,3,4,1,3,No,4,3,3,3,19,79676.97,Medium,No,Staying,No
655,35,Other,Divorced,R&D,Specialist,PhD,Technical Degree,77,Non-Travel,2,2,4,1,3,Yes,6,10,8,6,20,33937.12,Very High,Yes,Leaving,No
656,60,Other,Divorced,Finance,Director,High School,Technical Degree,56,Travel Rarely,4,2,3,2,2,Yes,5,1,1,1,21,136760.94,Very High,No,Staying,No
657,53,Male,Married,Technology,Specialist,PhD,Human Resources,1,Travel Rarely,4,2,3,3,4,Yes,3,27,4,0,12,90102.6,Low,Yes,Leaving,No
658,44,Male,Married,R&D,Junior Associate,Associate,Technical Degree,72,Travel Frequently,1,4,3,1,1,No,3,15,1,0,20,49274.76,Medium,No,Staying,No
659,24,Other,Divorced,Finance,Lead,Masters,Medical,49,Non-Travel,4,1,2,2,4,No,3,9,9,5,32,78947.29,Low,No,Staying,No
660,53,Female,Single,Legal,Manager,PhD,Medical,54,Travel Frequently,2,4,3,4,3,No,3,12,12,7,11,78227.86,High,No,Staying,No
661,44,Other,Divorced,Sales,Lead,Masters,Human Resources,41,Non-Travel,4,1,1,4,2,Yes,5,16,15,7,0,98788.43,Very High,No,Staying,No
662,37,Other,Married,Human Resources,Manager,Masters,Technical Degree,7,Non-Travel,2,2,1,3,3,Yes,3,6,5,0,9,84938.09,Medium,No,Staying,No
663,47,Female,Single,Technology,Specialist,Bachelors,Other,25,Non-Travel,3,2,1,3,2,No,6,13,1,2,19,129001.91,Low,No,Staying,No
664,52,Female,Divorced,Marketing,Junior Associate,Bachelors,Life Sciences,71,Travel Rarely,1,2,1,3,4,No,0,5,4,3,37,137695.37,Very High,Yes,Leaving,No
665,60,Other,Married,Technology,VP,PhD,Other,28,Travel Rarely,1,3,2,1,4,No,8,18,8,0,34,113736.5,Medium,No,Staying,No
666,30,Other,Single,Technology,VP,Associate,Medical,20,Travel Rarely,3,4,1,1,4,No,8,2,2,2,9,47768.56,Medium,No,Staying,No
667,60,Female,Single,R&D,Senior Analyst,PhD,Technical Degree,41,Non-Travel,4,3,4,4,4,Yes,7,2,2,1,7,50123.24,Medium,Yes,Leaving,No
668,44,Other,Married,Marketing,Analyst,PhD,Life Sciences,25,Non-Travel,1,3,2,4,1,No,8,13,9,4,39,37305.7,Low,No,Staying,Yes
669,46,Female,Single,Operations,Director,High School,Human Resources,17,Travel Frequently,2,1,3,3,3,No,8,3,3,2,40,134065.31,High,No,Staying,No
670,43,Female,Single,Operations,Manager,PhD,Life Sciences,16,Non-Travel,2,3,1,4,3,Yes,6,10,10,5,19,132161.22,Low,Yes,Leaving,Yes
671,24,Male,Single,Marketing,Analyst,PhD,Business Management,4,Travel Frequently,1,4,2,2,4,No,1,30,8,7,20,98929.8,High,Yes,Leaving,No
672,23,Other,Married,Marketing,Specialist,PhD,Human Resources,63,Non-Travel,3,4,1,4,2,Yes,3,13,7,1,37,47192.25,Very High,No,Staying,No
673,59,Female,Married,Finance,Lead,High School,Technical Degree,59,Travel Frequently,2,3,2,2,2,No,5,28,1,0,32,38430.86,Very High,No,Staying,No
674,24,Female,Divorced,Marketing,Senior Analyst,Associate,Marketing,27,Travel Frequently,2,3,1,1,2,No,6,22,14,3,10,146237.41,Medium,No,Staying,Yes
675,36,Other,Divorced,Operations,Lead,Masters,Life Sciences,24,Travel Rarely,4,1,3,3,4,Yes,8,15,0,2,5,112184.6,Low,No,Staying,No
676,41,Male,Married,Finance,Director,Masters,Human Resources,69,Travel Frequently,4,1,3,2,2,Yes,6,21,6,0,8,145455.0,Low,No,Staying,Yes
677,51,Male,Married,Operations,Analyst,Bachelors,Life Sciences,78,Travel Rarely,3,1,2,2,3,No,3,7,7,7,9,109971.32,High,No,Staying,Yes
678,29,Other,Single,Operations,Associate,Masters,Business Management,6,Non-Travel,1,2,4,4,1,No,7,15,2,2,7,92403.8,Low,No,Staying,Yes
679,51,Female,Single,Technology,Lead,Associate,Business Management,10,Non-Travel,1,3,2,1,1,Yes,1,20,11,7,36,40009.25,Medium,No,Staying,No
680,42,Other,Married,R&D,Associate,Masters,Human Resources,14,Travel Rarely,1,3,4,1,4,Yes,7,26,0,1,26,111075.76,Very High,No,Staying,Yes
681,58,Male,Divorced,Technology,Senior Analyst,Bachelors,Technical Degree,8,Non-Travel,3,1,1,1,2,No,3,25,7,8,27,94754.69,High,Yes,Leaving,No
682,47,Other,Divorced,Human Resources,Manager,PhD,Human Resources,42,Travel Frequently,1,4,3,2,3,Yes,8,27,3,8,35,36806.88,Very High,No,Staying,No
683,23,Other,Married,Human Resources,Analyst,Associate,Business Management,30,Non-Travel,3,1,4,2,1,No,5,28,8,0,25,39061.4,High,No,Staying,No
684,24,Other,Divorced,Technology,Lead,High School,Marketing,53,Travel Frequently,4,2,4,2,2,Yes,4,5,5,1,17,120409.88,High,No,Staying,No
685,60,Other,Single,R&D,Executive,Bachelors,Life Sciences,54,Non-Travel,3,4,2,4,4,Yes,8,18,10,7,23,143266.14,Low,No,Staying,Yes
686,58,Other,Single,Finance,Analyst,Bachelors,Technical Degree,74,Non-Travel,2,3,4,2,4,No,6,15,11,5,7,98379.1,Very High,No,Staying,Yes
687,38,Male,Married,Legal,Executive,High School,Marketing,68,Travel Frequently,3,1,4,4,1,No,3,20,9,0,11,107914.45,Low,No,Staying,Yes
688,25,Female,Divorced,Human Resources,VP,Masters,Business Management,10,Non-Travel,4,1,4,3,1,Yes,0,12,6,8,9,71226.54,High,No,Staying,No
689,44,Male,Single,Marketing,Junior Associate,High School,Human Resources,40,Travel Rarely,1,2,4,4,3,Yes,2,5,4,1,29,74162.63,High,No,Staying,No
690,50,Female,Single,Sales,Manager,Bachelors,Other,41,Non-Travel,3,3,2,3,2,No,0,14,2,2,21,116969.21,Very High,No,Staying,Yes
691,23,Other,Divorced,Marketing,Senior Analyst,Bachelors,Technical Degree,35,Travel Frequently,2,3,4,1,3,No,0,29,14,7,35,143981.75,Medium,No,Staying,No
692,29,Male,Married,Legal,Director,Masters,Other,57,Travel Frequently,2,3,2,1,3,Yes,6,4,4,2,0,64592.78,High,No,Staying,No
693,53,Other,Single,Finance,Executive,High School,Life Sciences,19,Travel Frequently,3,2,4,1,1,Yes,3,24,10,8,37,99824.43,High,No,Staying,No
694,59,Other,Married,Marketing,VP,Masters,Life Sciences,4,Non-Travel,1,1,1,1,3,Yes,3,29,6,6,27,46884.22,Very High,Yes,Leaving,No
695,31,Other,Divorced,R&D,Lead,PhD,Business Management,58,Travel Rarely,1,2,3,4,4,No,7,26,13,2,30,31334.5,High,No,Staying,No
696,34,Female,Divorced,Finance,Lead,Associate,Technical Degree,6,Non-Travel,4,2,2,4,3,Yes,0,6,6,6,19,126065.33,High,Yes,Leaving,No
697,25,Female,Divorced,Finance,Manager,Bachelors,Human Resources,26,Travel Frequently,4,2,1,1,3,Yes,4,3,3,1,27,91312.88,Medium,No,Staying,No
698,40,Male,Single,Operations,Manager,Bachelors,Life Sciences,66,Travel Frequently,1,4,4,2,1,No,5,23,8,8,22,87060.11,Low,No,Staying,No
699,53,Female,Single,R&D,Associate,PhD,Marketing,9,Non-Travel,1,2,1,4,2,Yes,1,30,13,4,22,78659.89,Medium,No,Staying,No
700,44,Male,Married,Operations,Associate,High School,Human Resources,56,Non-Travel,1,2,4,2,2,Yes,7,22,1,3,4,96803.25,Medium,Yes,Leaving,No
701,22,Male,Married,Operations,Associate,PhD,Life Sciences,2,Travel Frequently,2,4,2,4,3,No,8,6,6,6,8,109770.27,High,No,Staying,No
702,50,Female,Married,Human Resources,VP,Associate,Life Sciences,2,Travel Rarely,4,1,2,4,2,Yes,7,12,8,0,11,35878.1,Low,Yes,Leaving,No
703,39,Other,Divorced,R&D,Director,Bachelors,Life Sciences,72,Travel Rarely,1,1,4,3,3,Yes,7,18,3,1,33,45684.29,Very High,Yes,Leaving,No
704,36,Male,Single,Marketing,Director,Masters,Medical,36,Non-Travel,4,1,3,1,2,Yes,8,3,3,3,32,94952.13,Medium,No,Staying,No
705,47,Female,Divorced,Marketing,Manager,High School,Life Sciences,71,Travel Frequently,1,1,1,3,4,No,1,25,3,7,29,91982.76,High,No,Staying,No
706,33,Female,Divorced,Operations,Senior Analyst,Bachelors,Marketing,27,Non-Travel,2,4,2,4,2,No,0,2,2,0,24,45969.21,Medium,No,Staying,No
707,55,Male,Divorced,Legal,Specialist,High School,Marketing,71,Non-Travel,4,1,2,2,2,No,2,17,8,2,30,102578.39,High,No,Staying,No
708,50,Female,Single,Operations,Analyst,Masters,Other,47,Travel Rarely,4,2,2,1,2,No,4,29,8,4,18,75329.92,Very High,No,Staying,No
709,45,Other,Divorced,Marketing,Analyst,Bachelors,Medical,40,Travel Frequently,1,4,2,4,2,Yes,7,6,6,4,40,49468.07,Low,No,Staying,Yes
710,32,Other,Divorced,Human Resources,Junior Associate,High School,Marketing,32,Travel Frequently,1,1,4,3,3,Yes,3,13,12,3,27,118695.15,Very High,No,Staying,No
