order_id,customer_id,order_datetime,zone,category,product_name,sku,order_qty,unit_price,total_amount,delivery_fee,discount,payment_method,estimated_delivery_min,actual_delivery_min,delivery_status,order_source,store_name
482,CUST0482,2025-03-17 20:40:51,Zone-D,Household,Language,SKU00482,7,284.23,1989.61,34.89,0.17,Credit Card,24,23,Delivered,App,Blinkit Store #4
483,CUST0483,2025-04-10 10:39:30,Zone-D,Dairy,Similar,SKU00483,6,675.73,4054.38,31.41,0.08,Debit Card,19,26,Delivered,WhatsApp,Blinkit Store #5
484,CUST0484,2025-05-12 13:48:35,Zone-D,Beverages,Everyone,SKU00484,2,631.17,1262.34,15.73,0.03,UPI,26,38,Delayed,Web,Blinkit Store #3
485,CUST0485,2025-03-21 07:30:49,Zone-A,Beverages,Sense,SKU00485,12,549.95,6599.4,31.54,0.24,Debit Card,24,26,Delivered,WhatsApp,Blinkit Store #5
486,CUST0486,2025-01-18 07:06:32,Zone-C,Household,Model,SKU00486,11,411.49,4526.39,43.31,0.13,Credit Card,14,9,Delivered,Web,Blinkit Store #2
487,CUST0487,2025-06-11 11:10:03,Zone-B,Snacks,Whether,SKU00487,14,156.5,2191.0,39.97,0.06,COD,11,19,Delivered,App,Blinkit Store #2
488,CUST0488,2025-04-27 08:51:03,Zone-E,Baby Care,Program,SKU00488,5,149.47,747.35,39.82,0.02,Blinkit Wallet,12,24,Delivered,Web,Blinkit Store #1
489,CUST0489,2025-02-26 22:23:05,Zone-D,Groceries,Off,SKU00489,4,194.74,778.96,14.47,0.24,Credit Card,21,28,Delivered,Web,Blinkit Store #2
490,CUST0490,2025-05-28 22:42:59,Zone-E,Beverages,There,SKU00490,8,279.74,2237.92,14.84,0.15,COD,14,18,Delivered,Web,Blinkit Store #5
491,CUST0491,2025-04-13 19:48:50,Zone-D,Household,Station,SKU00491,10,184.15,1841.5,26.15,0.16,Net Banking,21,34,Cancelled,App,Blinkit Store #4
492,CUST0492,2025-04-19 01:22:59,Zone-D,Dairy,Product,SKU00492,14,548.85,7683.9,24.17,0.04,Credit Card,24,34,Delayed,Web,Blinkit Store #6
493,CUST0493,2025-05-25 02:34:33,Zone-B,Household,Much,SKU00493,4,782.96,3131.84,29.05,0.22,Credit Card,15,33,Delayed,Web,Blinkit Store #1
494,CUST0494,2025-03-15 08:53:16,Zone-E,Beverages,Move,SKU00494,2,504.42,1008.84,5.91,0.2,UPI,7,3,Delivered,Web,Blinkit Store #3
495,CUST0495,2025-03-14 19:41:23,Zone-D,Dairy,Product,SKU00495,7,35.93,251.51,7.18,0.16,Blinkit Wallet,19,16,Delivered,App,Blinkit Store #6
496,CUST0496,2025-02-22 12:14:21,Zone-D,Beverages,Military,SKU00496,7,193.01,1351.07,17.18,0.07,UPI,11,26,Delivered,App,Blinkit Store #5
497,CUST0497,2025-01-12 19:24:53,Zone-B,Snacks,Film,SKU00497,8,682.95,5463.6,12.96,0.01,Blinkit Wallet,15,11,Delivered,WhatsApp,Blinkit Store #2
498,CUST0498,2025-04-24 14:05:30,Zone-A,Household,Democratic,SKU00498,1,729.0,729.0,21.36,0.0,UPI,5,1,Delivered,WhatsApp,Blinkit Store #1
499,CUST0499,2025-05-07 00:49:34,Zone-E,Groceries,Consider,SKU00499,11,719.85,7918.35,21.51,0.19,Debit Card,6,1,Delivered,WhatsApp,Blinkit Store #5
500,CUST0500,2025-04-11 04:37:44,Zone-C,Snacks,Else,SKU00500,1,789.51,789.51,12.44,0.14,Net Banking,16,20,Delivered,Web,Blinkit Store #2
501,CUST0501,2025-02-15 01:54:02,Zone-E,Groceries,Career,SKU00501,14,428.13,5993.82,35.73,0.19,COD,20,37,Delayed,Web,Blinkit Store #3
502,CUST0502,2025-02-07 23:11:27,Zone-E,Household,Business,SKU00502,13,681.36,8857.68,2.25,0.17,Net Banking,28,45,Delayed,App,Blinkit Store #3
503,CUST0503,2025-06-12 22:23:03,Zone-A,Snacks,Commercial,SKU00503,3,645.67,1937.01,48.31,0.07,Blinkit Wallet,26,27,Delivered,Web,Blinkit Store #1
504,CUST0504,2025-01-23 00:32:14,Zone-E,Groceries,Hospital,SKU00504,13,543.18,7061.34,27.17,0.16,UPI,8,21,Delivered,Web,Blinkit Store #6
505,CUST0505,2025-06-19 12:48:06,Zone-C,Personal Care,Standard,SKU00505,3,487.26,1461.78,28.71,0.02,Debit Card,27,43,Delivered,WhatsApp,Blinkit Store #3
506,CUST0506,2025-05-29 18:18:24,Zone-C,Household,Important,SKU00506,4,771.51,3086.04,24.95,0.0,Net Banking,30,50,Delivered,Web,Blinkit Store #4
507,CUST0507,2025-03-27 10:43:14,Zone-B,Dairy,Nearly,SKU00507,9,282.82,2545.38,18.59,0.04,Debit Card,24,34,Cancelled,App,Blinkit Store #2
508,CUST0508,2025-01-31 05:20:09,Zone-A,Dairy,Sound,SKU00508,4,640.52,2562.08,4.7,0.05,UPI,24,20,Delivered,App,Blinkit Store #5
509,CUST0509,2025-06-25 21:42:24,Zone-E,Beverages,Decade,SKU00509,11,253.09,2783.99,47.04,0.15,Credit Card,18,18,Delivered,App,Blinkit Store #5
510,CUST0510,2025-03-17 19:41:06,Zone-D,Dairy,Thus,SKU00510,6,665.06,3990.36,11.67,0.05,Credit Card,5,1,Delivered,Web,Blinkit Store #1
511,CUST0511,2025-01-17 09:33:46,Zone-D,Snacks,Later,SKU00511,13,73.49,955.37,45.69,0.05,Net Banking,30,48,Delayed,App,Blinkit Store #3
512,CUST0512,2025-01-22 09:16:11,Zone-D,Personal Care,Able,SKU00512,3,648.19,1944.57,24.61,0.1,UPI,30,44,Cancelled,WhatsApp,Blinkit Store #5
513,CUST0513,2025-04-19 19:56:24,Zone-C,Dairy,Price,SKU00513,9,378.89,3410.01,37.6,0.21,Net Banking,20,29,Delivered,Web,Blinkit Store #3
514,CUST0514,2025-06-18 07:27:14,Zone-E,Baby Care,Day,SKU00514,3,616.08,1848.24,0.54,0.15,UPI,12,17,Delivered,App,Blinkit Store #2
515,CUST0515,2025-01-08 21:37:00,Zone-A,Groceries,Window,SKU00515,3,761.56,2284.68,38.46,0.23,Debit Card,5,9,Delivered,WhatsApp,Blinkit Store #2
516,CUST0516,2025-02-09 14:33:10,Zone-D,Beverages,Record,SKU00516,10,587.02,5870.2,12.01,0.08,Debit Card,6,24,Delivered,WhatsApp,Blinkit Store #6
517,CUST0517,2025-01-14 09:34:28,Zone-E,Pet Supplies,Effect,SKU00517,9,295.84,2662.56,15.21,0.2,COD,7,21,Delivered,Web,Blinkit Store #1
518,CUST0518,2025-03-20 12:14:30,Zone-C,Personal Care,Citizen,SKU00518,3,285.4,856.2,20.67,0.03,COD,13,12,Delivered,App,Blinkit Store #5
519,CUST0519,2025-06-15 05:51:22,Zone-C,Pet Supplies,Expect,SKU00519,2,242.97,485.94,30.55,0.09,Net Banking,19,34,Cancelled,WhatsApp,Blinkit Store #6
520,CUST0520,2025-04-11 20:26:34,Zone-E,Dairy,Maybe,SKU00520,10,68.91,689.1,16.85,0.1,Debit Card,20,34,Delivered,App,Blinkit Store #2
521,CUST0521,2025-01-07 22:00:52,Zone-C,Beverages,About,SKU00521,12,662.75,7953.0,40.55,0.05,Credit Card,14,24,Delivered,App,Blinkit Store #6
522,CUST0522,2025-02-09 23:27:56,Zone-A,Baby Care,Debate,SKU00522,8,322.28,2578.24,16.11,0.04,UPI,10,23,Delivered,Web,Blinkit Store #3
523,CUST0523,2025-03-01 04:26:23,Zone-C,Snacks,Your,SKU00523,3,755.5,2266.5,15.74,0.13,Credit Card,17,16,Delivered,WhatsApp,Blinkit Store #5
524,CUST0524,2025-06-05 05:18:24,Zone-D,Dairy,Will,SKU00524,14,130.78,1830.92,27.15,0.15,Net Banking,22,36,Delayed,App,Blinkit Store #3
525,CUST0525,2025-01-04 20:39:49,Zone-A,Beverages,Water,SKU00525,6,253.42,1520.52,26.64,0.15,Credit Card,24,31,Cancelled,App,Blinkit Store #4
526,CUST0526,2025-03-09 00:25:40,Zone-E,Beverages,Baby,SKU00526,8,796.19,6369.52,6.87,0.09,Net Banking,19,33,Delayed,WhatsApp,Blinkit Store #4
527,CUST0527,2025-05-31 05:04:53,Zone-C,Household,Evening,SKU00527,6,109.79,658.74,43.58,0.2,Net Banking,27,38,Delivered,Web,Blinkit Store #2
528,CUST0528,2025-05-26 06:28:21,Zone-B,Personal Care,Night,SKU00528,9,221.32,1991.88,40.79,0.11,UPI,21,41,Delayed,WhatsApp,Blinkit Store #6
529,CUST0529,2025-03-25 12:16:08,Zone-A,Groceries,Attorney,SKU00529,9,461.42,4152.78,24.68,0.08,Debit Card,30,47,Delivered,WhatsApp,Blinkit Store #3
530,CUST0530,2025-02-28 22:59:52,Zone-D,Beverages,Evidence,SKU00530,3,219.46,658.38,47.89,0.01,Net Banking,9,8,Delivered,WhatsApp,Blinkit Store #1
531,CUST0531,2025-05-08 14:45:56,Zone-D,Beverages,Charge,SKU00531,5,755.44,3777.2,37.67,0.13,Debit Card,11,19,Delivered,WhatsApp,Blinkit Store #1
532,CUST0532,2025-02-05 18:42:33,Zone-E,Groceries,Such,SKU00532,8,133.37,1066.96,10.01,0.04,UPI,15,19,Delivered,App,Blinkit Store #6
533,CUST0533,2025-05-25 07:05:12,Zone-D,Snacks,Million,SKU00533,5,554.4,2772.0,30.77,0.16,Debit Card,15,19,Delivered,Web,Blinkit Store #1
534,CUST0534,2025-01-07 01:43:47,Zone-C,Beverages,Certainly,SKU00534,4,521.36,2085.44,29.92,0.17,Debit Card,30,38,Delayed,WhatsApp,Blinkit Store #5
535,CUST0535,2025-03-15 04:58:51,Zone-E,Household,Wrong,SKU00535,2,344.7,689.4,36.66,0.23,UPI,8,24,Delivered,App,Blinkit Store #1
536,CUST0536,2025-03-19 17:43:02,Zone-A,Pet Supplies,Agreement,SKU00536,13,296.55,3855.15,41.19,0.08,Blinkit Wallet,19,30,Delivered,App,Blinkit Store #4
537,CUST0537,2025-04-10 17:02:45,Zone-C,Snacks,Society,SKU00537,1,467.94,467.94,9.6,0.16,Net Banking,22,35,Delivered,Web,Blinkit Store #2
538,CUST0538,2025-01-03 13:12:25,Zone-C,Pet Supplies,General,SKU00538,3,690.91,2072.73,19.39,0.21,COD,16,30,Delivered,WhatsApp,Blinkit Store #2
539,CUST0539,2025-03-19 09:46:39,Zone-A,Baby Care,Prevent,SKU00539,2,635.72,1271.44,41.03,0.06,UPI,23,36,Delivered,App,Blinkit Store #6
540,CUST0540,2025-05-24 01:54:59,Zone-E,Groceries,Wear,SKU00540,5,230.19,1150.95,0.7,0.22,Credit Card,30,37,Delivered,WhatsApp,Blinkit Store #6
541,CUST0541,2025-06-26 17:34:04,Zone-A,Pet Supplies,Quickly,SKU00541,12,242.32,2907.84,33.82,0.2,Blinkit Wallet,28,24,Delivered,WhatsApp,Blinkit Store #3
542,CUST0542,2025-05-13 13:15:15,Zone-B,Household,Inside,SKU00542,1,606.85,606.85,5.76,0.1,Debit Card,14,24,Delivered,WhatsApp,Blinkit Store #1
543,CUST0543,2025-02-13 12:42:14,Zone-A,Groceries,For,SKU00543,1,785.37,785.37,16.16,0.18,Blinkit Wallet,18,13,Delivered,Web,Blinkit Store #3
544,CUST0544,2025-03-26 21:06:44,Zone-E,Household,Seek,SKU00544,8,624.62,4996.96,40.21,0.24,UPI,30,31,Cancelled,App,Blinkit Store #2
545,CUST0545,2025-05-16 17:20:03,Zone-A,Pet Supplies,People,SKU00545,5,462.65,2313.25,11.83,0.09,Net Banking,20,35,Cancelled,WhatsApp,Blinkit Store #4
546,CUST0546,2025-03-08 01:37:53,Zone-E,Beverages,Hope,SKU00546,5,181.98,909.9,34.59,0.07,Debit Card,8,4,Delivered,WhatsApp,Blinkit Store #1
547,CUST0547,2025-02-14 13:24:37,Zone-E,Pet Supplies,East,SKU00547,13,757.14,9842.82,22.32,0.05,Net Banking,14,15,Delivered,Web,Blinkit Store #4
548,CUST0548,2025-05-19 21:37:08,Zone-B,Groceries,Everyone,SKU00548,11,51.11,562.21,6.09,0.02,Net Banking,12,25,Delivered,App,Blinkit Store #2
549,CUST0549,2025-04-03 08:36:56,Zone-E,Pet Supplies,Director,SKU00549,1,169.51,169.51,0.72,0.09,UPI,10,20,Delivered,Web,Blinkit Store #4
550,CUST0550,2025-02-18 18:18:24,Zone-B,Groceries,Paper,SKU00550,2,28.66,57.32,20.22,0.1,UPI,19,34,Delayed,Web,Blinkit Store #2
551,CUST0551,2025-06-23 15:25:06,Zone-D,Personal Care,Drive,SKU00551,14,260.2,3642.8,5.6,0.23,Blinkit Wallet,14,11,Delivered,App,Blinkit Store #2
552,CUST0552,2025-06-09 16:39:05,Zone-B,Personal Care,Accept,SKU00552,4,104.87,419.48,27.52,0.22,Blinkit Wallet,11,18,Delivered,WhatsApp,Blinkit Store #4
553,CUST0553,2025-05-29 17:46:20,Zone-B,Groceries,He,SKU00553,4,124.11,496.44,17.06,0.18,Debit Card,8,13,Delivered,App,Blinkit Store #5
554,CUST0554,2025-03-17 10:05:40,Zone-C,Groceries,Now,SKU00554,12,20.89,250.68,42.21,0.23,UPI,25,39,Cancelled,Web,Blinkit Store #6
555,CUST0555,2025-04-22 04:03:07,Zone-C,Personal Care,And,SKU00555,5,471.83,2359.15,3.7,0.06,Blinkit Wallet,21,38,Delayed,Web,Blinkit Store #4
556,CUST0556,2025-03-11 21:00:54,Zone-B,Pet Supplies,Ok,SKU00556,8,432.66,3461.28,11.82,0.01,Credit Card,13,24,Delivered,WhatsApp,Blinkit Store #4
557,CUST0557,2025-01-04 22:16:27,Zone-C,Groceries,Year,SKU00557,4,795.27,3181.08,24.58,0.08,Credit Card,5,12,Delivered,WhatsApp,Blinkit Store #2
558,CUST0558,2025-06-22 04:35:18,Zone-B,Snacks,Bad,SKU00558,11,475.29,5228.19,10.64,0.24,Blinkit Wallet,21,26,Delivered,App,Blinkit Store #4
559,CUST0559,2025-06-13 07:02:38,Zone-C,Beverages,Require,SKU00559,5,465.67,2328.35,1.13,0.21,UPI,11,30,Delivered,App,Blinkit Store #4
560,CUST0560,2025-01-19 12:54:38,Zone-C,Beverages,Ever,SKU00560,15,201.77,3026.55,48.53,0.17,Net Banking,14,15,Delivered,App,Blinkit Store #4
561,CUST0561,2025-03-15 14:58:36,Zone-C,Groceries,Reduce,SKU00561,15,323.17,4847.55,40.23,0.02,Net Banking,19,14,Delivered,WhatsApp,Blinkit Store #2
562,CUST0562,2025-06-14 19:19:54,Zone-C,Groceries,Fish,SKU00562,2,621.71,1243.42,24.77,0.23,Credit Card,24,21,Delivered,WhatsApp,Blinkit Store #3
563,CUST0563,2025-06-26 22:32:11,Zone-A,Beverages,Who,SKU00563,13,286.67,3726.71,32.44,0.17,Debit Card,16,18,Delivered,App,Blinkit Store #1
564,CUST0564,2025-05-30 22:32:45,Zone-A,Personal Care,Behavior,SKU00564,3,91.3,273.9,23.23,0.18,Debit Card,27,27,Delivered,WhatsApp,Blinkit Store #4
565,CUST0565,2025-04-10 17:20:16,Zone-E,Household,Three,SKU00565,4,417.81,1671.24,42.52,0.21,Net Banking,30,46,Delayed,Web,Blinkit Store #3
566,CUST0566,2025-06-12 01:55:38,Zone-A,Pet Supplies,As,SKU00566,12,161.6,1939.2,18.57,0.13,Credit Card,29,24,Delivered,App,Blinkit Store #3
567,CUST0567,2025-03-27 19:26:27,Zone-E,Snacks,Person,SKU00567,6,517.2,3103.2,20.08,0.15,UPI,22,29,Delivered,App,Blinkit Store #6
568,CUST0568,2025-06-06 09:48:58,Zone-B,Snacks,Step,SKU00568,14,472.12,6609.68,37.26,0.21,Debit Card,6,19,Delivered,App,Blinkit Store #2
569,CUST0569,2025-05-14 20:53:01,Zone-C,Pet Supplies,Through,SKU00569,7,207.87,1455.09,38.82,0.17,Debit Card,18,17,Delivered,WhatsApp,Blinkit Store #5
570,CUST0570,2025-01-10 07:42:09,Zone-A,Beverages,Time,SKU00570,10,101.23,1012.3,42.37,0.11,Debit Card,6,23,Delivered,Web,Blinkit Store #1
571,CUST0571,2025-02-10 15:39:23,Zone-B,Dairy,Watch,SKU00571,13,199.17,2589.21,15.83,0.23,Net Banking,6,14,Delivered,WhatsApp,Blinkit Store #6
572,CUST0572,2025-02-27 13:17:24,Zone-D,Personal Care,Development,SKU00572,5,496.12,2480.6,31.74,0.22,Blinkit Wallet,11,7,Delivered,Web,Blinkit Store #2
573,CUST0573,2025-06-10 13:40:17,Zone-A,Beverages,These,SKU00573,6,510.42,3062.52,6.87,0.11,Blinkit Wallet,20,24,Delivered,App,Blinkit Store #3
574,CUST0574,2025-06-14 16:26:21,Zone-E,Snacks,Top,SKU00574,4,294.52,1178.08,22.18,0.19,Credit Card,20,30,Delivered,Web,Blinkit Store #4
575,CUST0575,2025-04-11 15:55:51,Zone-C,Personal Care,Skill,SKU00575,5,638.76,3193.8,34.15,0.16,Debit Card,28,36,Delivered,Web,Blinkit Store #4
576,CUST0576,2025-02-08 17:53:07,Zone-B,Pet Supplies,Medical,SKU00576,2,600.5,1201.0,34.87,0.23,UPI,25,25,Delivered,WhatsApp,Blinkit Store #6
577,CUST0577,2025-04-25 22:37:41,Zone-E,Personal Care,Business,SKU00577,5,579.49,2897.45,25.94,0.01,UPI,27,34,Delayed,WhatsApp,Blinkit Store #3
578,CUST0578,2025-01-12 09:29:51,Zone-A,Dairy,Both,SKU00578,5,330.3,1651.5,12.49,0.02,UPI,14,9,Delivered,App,Blinkit Store #6
579,CUST0579,2025-02-22 17:59:17,Zone-B,Personal Care,Floor,SKU00579,9,682.6,6143.4,19.58,0.05,Debit Card,18,19,Delivered,App,Blinkit Store #3
580,CUST0580,2025-05-08 21:59:23,Zone-B,Dairy,Level,SKU00580,4,499.68,1998.72,15.13,0.16,Net Banking,22,24,Delivered,WhatsApp,Blinkit Store #1
581,CUST0581,2025-01-17 18:07:52,Zone-E,Household,Bag,SKU00581,5,407.9,2039.5,30.67,0.11,UPI,16,28,Delivered,App,Blinkit Store #5
582,CUST0582,2025-04-29 23:27:37,Zone-E,Personal Care,Friend,SKU00582,7,439.24,3074.68,18.76,0.15,UPI,8,5,Delivered,Web,Blinkit Store #1
583,CUST0583,2025-01-20 07:03:34,Zone-D,Groceries,Station,SKU00583,12,221.91,2662.92,11.44,0.17,Net Banking,11,7,Delivered,App,Blinkit Store #2
584,CUST0584,2025-01-04 01:34:04,Zone-E,Dairy,Into,SKU00584,12,416.06,4992.72,30.86,0.0,Debit Card,7,18,Delivered,Web,Blinkit Store #4
585,CUST0585,2025-02-22 17:07:59,Zone-C,Snacks,Size,SKU00585,1,494.44,494.44,27.79,0.01,Blinkit Wallet,15,32,Cancelled,App,Blinkit Store #5
586,CUST0586,2025-03-15 13:59:36,Zone-C,Personal Care,Act,SKU00586,2,799.15,1598.3,16.39,0.04,UPI,27,41,Delayed,App,Blinkit Store #2
587,CUST0587,2025-02-14 19:41:45,Zone-A,Baby Care,Create,SKU00587,2,224.07,448.14,47.63,0.01,Blinkit Wallet,30,34,Cancelled,Web,Blinkit Store #5
588,CUST0588,2025-03-15 12:58:57,Zone-B,Beverages,Window,SKU00588,2,631.14,1262.28,1.64,0.19,COD,14,11,Delivered,App,Blinkit Store #3
589,CUST0589,2025-06-08 11:22:17,Zone-D,Beverages,Wrong,SKU00589,10,580.71,5807.1,0.17,0.21,COD,25,28,Delivered,WhatsApp,Blinkit Store #2
590,CUST0590,2025-03-18 16:08:10,Zone-D,Dairy,Figure,SKU00590,8,467.43,3739.44,12.91,0.14,Debit Card,13,25,Delivered,WhatsApp,Blinkit Store #5
591,CUST0591,2025-03-30 05:16:49,Zone-A,Baby Care,Question,SKU00591,1,633.63,633.63,18.94,0.12,Debit Card,6,8,Delivered,App,Blinkit Store #6
592,CUST0592,2025-05-08 05:01:14,Zone-C,Snacks,Leader,SKU00592,11,353.91,3893.01,36.75,0.13,Credit Card,30,47,Delivered,App,Blinkit Store #2
593,CUST0593,2025-04-26 04:09:45,Zone-C,Beverages,Really,SKU00593,15,347.98,5219.7,30.0,0.06,Debit Card,30,38,Cancelled,Web,Blinkit Store #4
594,CUST0594,2025-01-22 19:24:29,Zone-E,Beverages,Decision,SKU00594,3,416.08,1248.24,14.8,0.12,UPI,12,22,Delivered,WhatsApp,Blinkit Store #4
595,CUST0595,2025-05-20 15:25:35,Zone-E,Beverages,Middle,SKU00595,12,199.98,2399.76,9.71,0.17,UPI,25,31,Delayed,WhatsApp,Blinkit Store #3
596,CUST0596,2025-04-04 18:38:31,Zone-B,Household,Development,SKU00596,6,76.69,460.14,38.25,0.18,COD,5,22,Delivered,Web,Blinkit Store #1
597,CUST0597,2025-04-25 13:36:40,Zone-D,Baby Care,Through,SKU00597,6,524.64,3147.84,10.14,0.1,COD,6,8,Delivered,App,Blinkit Store #6
598,CUST0598,2025-05-29 09:28:27,Zone-A,Snacks,Tough,SKU00598,1,594.76,594.76,11.33,0.22,Debit Card,12,26,Delivered,App,Blinkit Store #6
599,CUST0599,2025-06-13 16:38:34,Zone-D,Dairy,Note,SKU00599,15,613.15,9197.25,9.75,0.05,Debit Card,20,26,Delivered,WhatsApp,Blinkit Store #4
600,CUST0600,2025-04-23 23:31:48,Zone-D,Groceries,Somebody,SKU00600,11,617.55,6793.05,3.57,0.1,UPI,25,28,Delivered,Web,Blinkit Store #2
601,CUST0601,2025-04-21 04:54:09,Zone-D,Groceries,Probably,SKU00601,10,53.8,538.0,12.22,0.2,Debit Card,20,23,Delivered,Web,Blinkit Store #6
602,CUST0602,2025-01-23 10:26:03,Zone-B,Personal Care,Continue,SKU00602,13,497.01,6461.13,41.74,0.2,Net Banking,9,9,Delivered,Web,Blinkit Store #3
603,CUST0603,2025-05-22 08:31:07,Zone-C,Pet Supplies,Chair,SKU00603,1,163.56,163.56,44.83,0.06,Net Banking,10,6,Delivered,WhatsApp,Blinkit Store #5
604,CUST0604,2025-02-16 17:43:01,Zone-D,Pet Supplies,Hard,SKU00604,11,491.18,5402.98,23.82,0.19,Credit Card,26,25,Delivered,WhatsApp,Blinkit Store #4
605,CUST0605,2025-01-24 19:06:02,Zone-B,Baby Care,Coach,SKU00605,8,576.47,4611.76,0.69,0.18,Blinkit Wallet,10,8,Delivered,Web,Blinkit Store #1
606,CUST0606,2025-04-28 05:26:28,Zone-C,Dairy,Few,SKU00606,5,316.77,1583.85,14.48,0.02,UPI,20,40,Cancelled,Web,Blinkit Store #1
607,CUST0607,2025-04-19 08:36:23,Zone-E,Household,Tv,SKU00607,3,740.7,2222.1,44.8,0.15,UPI,24,35,Delayed,WhatsApp,Blinkit Store #3
608,CUST0608,2025-02-17 15:38:37,Zone-B,Personal Care,Exactly,SKU00608,8,281.12,2248.96,16.74,0.25,COD,7,22,Delivered,App,Blinkit Store #3
609,CUST0609,2025-03-29 14:36:27,Zone-B,Household,Fast,SKU00609,2,344.66,689.32,42.0,0.13,Net Banking,5,6,Delivered,App,Blinkit Store #6
610,CUST0610,2025-03-12 12:00:47,Zone-C,Dairy,Determine,SKU00610,15,680.03,10200.45,21.33,0.03,Blinkit Wallet,11,17,Delivered,WhatsApp,Blinkit Store #5
611,CUST0611,2025-01-01 06:57:07,Zone-D,Groceries,Coach,SKU00611,3,618.52,1855.56,45.86,0.11,COD,19,18,Delivered,App,Blinkit Store #2
612,CUST0612,2025-01-11 12:58:13,Zone-D,Pet Supplies,War,SKU00612,1,123.49,123.49,15.93,0.08,Debit Card,22,29,Delivered,WhatsApp,Blinkit Store #1
613,CUST0613,2025-06-03 10:41:39,Zone-C,Household,Article,SKU00613,9,345.03,3105.27,33.31,0.1,COD,15,19,Delivered,WhatsApp,Blinkit Store #4
614,CUST0614,2025-03-21 01:32:25,Zone-C,Personal Care,Might,SKU00614,11,337.17,3708.87,47.63,0.04,Credit Card,30,32,Delayed,Web,Blinkit Store #5
615,CUST0615,2025-04-19 03:37:00,Zone-C,Dairy,Police,SKU00615,3,143.93,431.79,4.22,0.12,COD,22,27,Delivered,Web,Blinkit Store #5
616,CUST0616,2025-06-17 00:25:34,Zone-D,Snacks,Group,SKU00616,9,550.92,4958.28,16.16,0.2,COD,23,18,Delivered,App,Blinkit Store #1
617,CUST0617,2025-05-21 23:16:18,Zone-D,Pet Supplies,Sit,SKU00617,11,397.43,4371.73,24.27,0.06,Credit Card,16,20,Delivered,Web,Blinkit Store #6
618,CUST0618,2025-06-11 22:13:30,Zone-E,Pet Supplies,On,SKU00618,12,367.57,4410.84,29.62,0.06,UPI,19,29,Delivered,WhatsApp,Blinkit Store #6
619,CUST0619,2025-03-08 00:33:12,Zone-A,Beverages,That,SKU00619,9,408.07,3672.63,19.6,0.21,Net Banking,22,32,Delayed,WhatsApp,Blinkit Store #4
620,CUST0620,2025-03-31 22:49:11,Zone-D,Household,Technology,SKU00620,2,161.34,322.68,37.28,0.12,Debit Card,18,14,Delivered,WhatsApp,Blinkit Store #4
621,CUST0621,2025-04-26 06:07:53,Zone-E,Baby Care,Rise,SKU00621,11,235.57,2591.27,46.46,0.23,Net Banking,26,38,Cancelled,App,Blinkit Store #1
622,CUST0622,2025-04-04 15:07:50,Zone-A,Baby Care,Player,SKU00622,6,159.61,957.66,3.17,0.18,COD,20,24,Delivered,App,Blinkit Store #5
623,CUST0623,2025-05-11 09:12:12,Zone-E,Personal Care,Save,SKU00623,14,307.02,4298.28,40.19,0.02,Credit Card,30,47,Delivered,Web,Blinkit Store #6
624,CUST0624,2025-01-07 23:41:56,Zone-A,Household,Step,SKU00624,3,451.82,1355.46,23.62,0.13,Credit Card,14,15,Delivered,App,Blinkit Store #2
625,CUST0625,2025-01-20 03:11:47,Zone-A,Baby Care,Language,SKU00625,11,74.93,824.23,29.12,0.04,Blinkit Wallet,13,15,Delivered,App,Blinkit Store #1
626,CUST0626,2025-03-05 03:46:53,Zone-E,Beverages,Reason,SKU00626,2,242.96,485.92,25.23,0.24,COD,17,31,Delivered,App,Blinkit Store #1
627,CUST0627,2025-01-19 09:34:53,Zone-B,Groceries,Event,SKU00627,1,252.67,252.67,48.57,0.19,Net Banking,29,40,Cancelled,App,Blinkit Store #4
628,CUST0628,2025-03-08 21:56:05,Zone-A,Beverages,Water,SKU00628,9,276.27,2486.43,39.93,0.2,Debit Card,27,41,Delivered,Web,Blinkit Store #5
629,CUST0629,2025-01-19 14:29:18,Zone-C,Snacks,Contain,SKU00629,12,299.61,3595.32,27.21,0.13,Blinkit Wallet,7,22,Delivered,App,Blinkit Store #6
630,CUST0630,2025-06-12 13:51:54,Zone-A,Dairy,Whole,SKU00630,3,272.29,816.87,35.29,0.2,Debit Card,29,33,Cancelled,WhatsApp,Blinkit Store #5
631,CUST0631,2025-03-02 18:42:46,Zone-A,Snacks,Field,SKU00631,10,225.85,2258.5,16.27,0.05,Net Banking,23,19,Delivered,Web,Blinkit Store #2
632,CUST0632,2025-02-15 00:14:02,Zone-E,Beverages,Defense,SKU00632,2,494.47,988.94,25.43,0.04,Credit Card,10,18,Delivered,Web,Blinkit Store #5
633,CUST0633,2025-06-25 05:52:19,Zone-C,Groceries,Upon,SKU00633,2,439.41,878.82,2.37,0.09,Debit Card,13,11,Delivered,WhatsApp,Blinkit Store #6
634,CUST0634,2025-01-28 15:32:46,Zone-E,Household,Significant,SKU00634,2,449.37,898.74,25.36,0.09,COD,25,44,Delayed,Web,Blinkit Store #6
635,CUST0635,2025-06-16 14:19:26,Zone-B,Dairy,Another,SKU00635,10,416.09,4160.9,31.83,0.03,Blinkit Wallet,21,32,Delayed,Web,Blinkit Store #5
636,CUST0636,2025-03-19 19:05:02,Zone-A,Snacks,Wall,SKU00636,15,229.45,3441.75,20.07,0.11,COD,21,16,Delivered,App,Blinkit Store #6
